Roll (x), Pitch (Y), Yaw (Z), Time (s)
12.40,0.98,39.55,14.93
11.50,-9.62,206.64,15.05
12.67,22.22,230.05,15.16
12.10,1.07,38.27,15.27
11.41,-9.14,250.97,15.39
13.12,23.48,233.11,15.50
12.40,1.17,-23.22,15.62
10.35,-2.24,255.53,15.73
13.28,23.35,167.59,15.85
11.73,-0.43,-6.70,15.96
10.83,0.23,257.79,16.07
13.06,22.85,158.34,16.19
12.83,-10.67,-29.52,16.30
12.92,4.71,120.71,16.42
12.86,23.15,68.20,16.53
10.41,-10.97,61.19,16.64
14.80,8.06,116.74,16.76
13.40,24.57,43.16,16.87
10.85,-11.46,51.82,16.99
12.46,5.62,94.79,17.10
14.16,25.09,-84.51,17.21
10.36,-9.32,-3.33,17.33
12.27,6.07,74.87,17.44
14.22,20.96,-96.54,17.56
11.43,-11.27,-2.83,17.67
11.60,6.25,86.40,17.78
13.17,10.29,-100.15,17.90
11.16,-11.35,4.21,18.01
14.08,12.06,112.86,18.12
12.87,8.78,-36.21,18.24
11.29,-12.37,45.05,18.35
13.87,12.75,154.40,18.47
12.89,8.78,9.70,18.58
11.05,-11.60,83.96,18.69
14.04,14.79,206.37,18.81
13.19,7.63,50.45,18.92
11.27,-11.78,149.92,19.04
13.25,17.98,250.59,19.15
12.77,6.98,93.14,19.26
11.30,-11.38,197.24,19.38
12.88,22.41,272.39,19.49
12.33,4.55,71.75,19.61
11.45,-8.72,215.89,19.72
13.10,23.39,260.03,19.83
12.26,0.82,56.19,19.95
11.08,-7.74,219.40,20.06
13.29,23.34,194.78,20.18
12.15,-0.73,2.59,20.29
10.34,-5.52,244.55,20.41
13.12,21.31,177.47,20.52
12.85,-6.98,-51.49,20.63
10.38,-1.73,190.39,20.75
12.94,21.66,137.87,20.86
13.14,-7.12,0.75,20.98
13.96,6.24,194.96,21.09
13.06,23.21,92.20,21.20
10.89,-10.51,0.53,21.32
13.37,5.45,124.77,21.43
13.03,23.26,23.58,21.55
9.92,-8.79,20.36,21.66
13.15,5.29,69.29,21.77
14.49,22.96,-44.07,21.89
9.72,-9.39,31.59,22.00
12.46,5.35,81.72,22.11
14.12,17.11,-90.79,22.23
10.06,-9.61,0.32,22.34
12.70,9.20,89.21,22.46
13.42,14.49,-81.48,22.57
11.29,-11.75,4.79,22.68
13.60,11.23,117.05,22.80
12.96,10.00,-48.78,22.91
11.55,-11.85,28.65,23.03
14.09,13.00,166.89,23.14
12.49,7.45,5.93,23.25
11.40,-12.07,89.80,23.37
13.01,16.97,222.72,23.48
13.01,7.36,68.52,23.60
11.09,-11.99,146.05,23.71
12.85,16.66,238.36,23.83
13.07,7.57,52.87,23.94
11.39,-9.28,155.05,24.05
12.80,20.63,221.51,24.17
12.53,0.92,31.61,24.28
11.55,-9.92,218.99,24.40
13.06,23.11,233.29,24.51
12.15,1.50,39.88,24.62
11.12,-8.58,249.89,24.74
13.28,23.90,228.34,24.85
11.62,-1.05,55.25,24.97
10.13,-3.09,270.54,25.08
13.17,22.82,185.53,25.19
12.18,-0.60,-12.07,25.31
11.79,1.40,226.32,25.42
13.08,22.11,140.64,25.53
11.35,-11.02,-21.30,25.65
14.11,4.90,91.25,25.76
13.31,23.64,44.13,25.88
11.98,-10.86,12.08,25.99
14.89,6.12,98.45,26.10
13.80,24.82,22.87,26.22
10.45,-10.03,42.44,26.33
12.56,5.63,94.16,26.45
14.19,23.46,-65.56,26.56
10.82,-9.36,16.20,26.67
11.08,5.01,96.65,26.79
14.85,22.43,-92.15,26.90
10.82,-10.11,-9.01,27.02
11.46,6.70,99.02,27.13
12.88,10.83,-81.58,27.25
11.25,-11.45,12.84,27.36
13.92,12.94,125.40,27.47
12.80,10.75,-49.93,27.59
11.40,-11.72,39.29,27.70
14.56,15.44,150.60,27.82
11.82,9.97,39.19,27.93
11.41,-11.73,99.76,28.04
13.84,17.33,226.24,28.16
12.86,8.13,81.33,28.27
11.40,-11.70,135.03,28.39
12.93,17.26,242.63,28.50
12.78,6.25,77.56,28.61
11.42,-11.16,193.82,28.73
12.99,21.95,265.08,28.84
12.86,1.84,55.00,28.95
11.44,-9.18,198.77,29.07
13.06,23.15,244.42,29.18
12.35,1.42,38.52,29.30
10.74,-7.05,232.16,29.41
13.23,23.48,192.46,29.52
12.67,-2.43,-26.52,29.64
10.01,-4.97,219.21,29.75
13.44,24.24,166.12,29.87
10.82,-4.91,59.06,29.98
9.86,-2.09,259.00,30.09
12.97,18.59,115.29,30.21
10.22,-6.42,110.54,30.32
13.74,4.38,223.22,30.44
13.48,18.55,50.29,30.55
11.90,-11.03,-13.38,30.67
18.00,9.63,121.09,30.78
13.60,16.21,-48.79,30.89
10.34,-10.69,-81.72,31.01
12.56,3.96,30.53,31.12
14.52,19.88,-79.37,31.24
9.56,-9.46,46.28,31.35
10.89,5.33,105.37,31.46
13.88,16.71,-35.80,31.58
11.52,-15.64,81.75,31.69
14.80,12.31,142.25,31.81
13.93,15.36,-105.85,31.92
10.76,-12.22,2.31,32.03
16.10,15.38,103.79,32.15
11.94,14.57,-1.72,32.26
10.86,-10.70,102.71,32.38
15.36,21.59,216.53,32.49
16.38,21.46,77.75,32.60
11.39,-13.12,173.88,32.72
13.23,23.76,245.64,32.83
14.72,19.54,-24.03,32.94
11.86,-11.83,124.48,33.06
13.50,17.97,174.61,33.17
13.55,20.08,-98.23,33.29
10.40,-6.20,162.14,33.40
13.26,19.67,210.81,33.51
18.80,13.71,-31.97,33.63
10.25,-1.81,233.57,33.74
12.60,19.55,238.12,33.86
10.46,-0.17,161.04,33.97
11.07,-3.75,188.87,34.08
13.09,23.84,123.84,34.20
14.26,-13.00,-17.08,34.31
16.15,1.49,0.09,34.43
13.10,21.08,-28.14,34.54
10.43,-9.03,-17.78,34.65
11.89,-3.13,42.60,34.77
12.35,24.30,-50.69,34.88
10.53,-10.28,-40.43,35.00
10.81,5.09,225.79,35.11
13.19,16.98,35.56,35.22
9.48,-10.01,47.59,35.34
11.39,6.52,191.22,35.45
12.73,14.46,3.66,35.57
10.44,-11.04,36.20,35.68
11.21,14.15,214.35,35.79
11.99,11.25,50.11,35.91
10.42,-10.53,65.87,36.02
11.56,18.78,250.75,36.14
11.15,10.09,77.87,36.25
10.80,-11.92,78.84,36.37
12.05,15.73,144.06,36.48
11.62,6.80,14.96,36.59
10.24,-11.97,77.00,36.71
11.89,17.67,135.06,36.82
11.53,8.55,44.97,36.94
10.24,-11.40,107.80,37.05
12.13,18.41,127.03,37.16
11.53,7.03,-0.21,37.28
10.52,-11.53,83.28,37.39
12.66,21.25,105.29,37.51
11.45,6.60,-42.13,37.62
10.18,-10.07,102.39,37.73
13.25,21.77,136.09,37.85
11.60,-2.98,-52.43,37.96
9.76,-8.68,160.12,38.08
11.99,23.16,170.02,38.19
12.12,-2.40,-37.16,38.30
10.12,-4.46,155.42,38.42
12.02,21.93,146.06,38.53
11.44,-8.09,-5.71,38.65
13.45,1.61,163.01,38.76
11.53,23.48,93.44,38.87
10.96,-6.61,20.41,38.99
13.18,0.86,143.86,39.10
11.89,24.03,54.81,39.22
10.06,-9.33,-12.96,39.33
12.31,2.95,122.73,39.44
12.85,22.42,23.10,39.56
10.16,-9.72,54.60,39.67
11.52,3.91,175.64,39.78
13.92,21.67,-8.59,39.90
10.29,-10.35,24.88,40.01
11.31,7.37,200.41,40.13
13.23,17.08,9.74,40.24
11.01,-9.62,64.94,40.35
11.56,11.35,221.47,40.47
11.67,10.33,28.62,40.58
11.35,-10.86,23.56,40.70
11.04,15.25,180.29,40.81
11.14,10.21,50.23,40.92
11.02,-11.31,50.71,41.04
11.70,20.01,174.26,41.15
11.01,9.66,65.55,41.27
10.30,-11.31,65.48,41.38
11.54,17.45,141.90,41.49
11.42,7.70,31.21,41.61
10.25,-10.70,81.04,41.72
11.75,16.59,115.34,41.84
11.70,4.80,-8.46,41.95
10.47,-10.59,102.39,42.06
12.69,21.10,119.77,42.18
11.80,2.88,-16.75,42.29
10.47,-11.67,126.51,42.41
12.81,23.06,139.18,42.52
12.09,1.86,-61.40,42.63
10.13,-4.25,146.15,42.75
12.50,24.14,144.49,42.86
11.54,-6.10,-45.10,42.98
10.34,-2.87,169.97,43.09
11.83,23.50,133.66,43.21
11.36,-7.42,-40.23,43.32
11.72,-0.52,148.68,43.43
11.82,22.91,105.72,43.55
10.61,-9.63,42.85,43.66
14.00,1.83,149.91,43.78
12.18,24.37,92.00,43.89
10.10,-9.54,51.01,44.00
11.84,3.48,164.30,44.12
12.74,24.38,27.45,44.23
9.80,-9.71,42.33,44.35
11.76,4.44,206.01,44.46
13.16,22.50,34.21,44.57
11.26,-7.84,79.93,44.69
11.39,4.17,251.42,44.80
12.32,12.00,32.74,44.92
11.33,-9.66,38.67,45.03
11.41,16.13,245.21,45.14
11.71,11.10,71.00,45.26
11.39,-10.51,83.26,45.37
11.68,17.40,215.70,45.49
11.58,9.74,62.34,45.60
10.16,-10.66,69.77,45.71
11.97,18.62,119.70,45.83
11.84,9.95,23.39,45.94
10.13,-9.96,77.79,46.06
11.81,19.71,113.97,46.17
11.55,8.53,14.18,46.28
10.31,-9.65,60.20,46.40
11.96,18.25,115.28,46.51
11.73,5.71,-10.80,46.62
10.54,-11.89,56.19,46.74
12.58,20.12,112.76,46.85
11.91,3.63,-44.52,46.97
10.31,-11.69,45.08,47.08
12.67,21.97,103.12,47.19
11.88,-0.74,-51.30,47.31
9.77,-9.43,160.99,47.42
12.19,22.28,157.69,47.54
11.91,-4.41,-21.41,47.65
9.98,-4.37,171.44,47.76
11.80,21.52,151.03,47.88
11.59,-5.16,2.34,47.99
13.57,1.19,190.68,48.11
11.74,23.30,106.53,48.22
10.67,-11.13,-27.37,48.33
12.62,2.15,129.89,48.45
11.79,23.16,61.96,48.56
9.75,-9.63,31.79,48.68
12.35,3.56,155.64,48.79
13.50,22.52,27.23,48.90
10.09,-9.74,53.27,49.02
11.39,4.00,183.55,49.13
13.46,20.25,27.35,49.25
10.17,-9.79,76.83,49.36
11.84,9.28,214.87,49.47
12.95,17.14,20.79,49.59
11.12,-11.60,33.99,49.70
11.26,12.20,205.50,49.82
11.12,10.27,52.62,49.93
10.69,-11.62,54.85,50.04
11.62,17.20,200.96,50.16
11.16,8.53,51.65,50.27
10.72,-10.72,86.32,50.39
11.73,17.01,165.91,50.50
11.47,9.45,45.31,50.62
10.15,-10.75,85.66,50.73
11.88,16.03,126.89,50.84
11.57,9.96,0.31,50.96
10.50,-9.85,62.55,51.07
11.68,17.03,103.52,51.19
11.92,4.33,-24.46,51.30
10.55,-11.07,78.62,51.41
12.08,18.90,118.99,51.53
11.78,3.28,-12.28,51.64
10.39,-11.74,129.32,51.76
12.68,24.00,161.40,51.87
11.82,-0.17,0.12,51.98
9.71,-5.92,164.85,52.10
12.48,23.52,151.66,52.21
11.78,-0.91,-15.32,52.33
11.00,-2.29,182.18,52.44
12.33,22.47,140.48,52.55
10.63,-8.26,-12.86,52.67
13.39,1.21,120.34,52.78
11.69,23.41,88.70,52.90
10.26,-6.91,32.25,53.01
13.74,1.71,164.05,53.12
12.19,23.50,93.13,53.24
10.57,-11.38,32.19,53.35
11.92,3.36,161.45,53.47
12.81,23.17,27.91,53.58
9.56,-9.91,67.48,53.69
11.49,3.26,175.49,53.81
13.63,22.45,3.42,53.92
11.40,-8.72,25.46,54.03
11.21,4.19,225.54,54.15
12.10,12.12,31.85,54.26
10.96,-9.79,65.07,54.38
11.57,9.07,223.34,54.49
11.77,11.32,42.18,54.60
11.25,-12.18,50.15,54.72
11.68,18.95,217.76,54.83
10.85,9.96,79.97,54.95
10.18,-11.47,77.20,55.06
12.02,19.83,125.63,55.17
10.98,8.24,32.17,55.29
10.27,-11.16,59.47,55.40
11.71,16.33,118.23,55.52
11.50,6.99,20.52,55.63
10.37,-10.31,79.04,55.74
11.75,18.06,124.68,55.86
12.07,5.30,-21.98,55.97
10.68,-9.77,47.05,56.09
12.24,19.26,83.39,56.20
11.72,3.66,-42.69,56.31
9.99,-11.43,32.18,56.43
12.70,21.84,80.00,56.54
12.14,-1.53,-60.28,56.66
9.38,-9.27,131.38,56.77
13.04,23.91,140.60,56.88
11.34,-3.96,-1.62,57.00
9.25,-7.00,187.90,57.11
11.81,23.22,159.97,57.23
11.45,-3.27,25.42,57.34
12.94,0.19,173.36,57.45
11.92,22.54,97.61,57.57
10.97,-8.98,8.23,57.68
14.01,0.29,157.08,57.80
11.90,23.74,65.69,57.91
9.61,-9.05,16.28,58.02
12.62,3.43,165.52,58.14
13.32,22.48,49.67,58.25
10.37,-10.53,-23.59,58.37
11.87,2.98,169.32,58.48
13.13,19.09,35.06,58.59
12.01,-12.34,56.45,58.71
11.11,8.15,235.21,58.82
13.16,15.47,45.99,58.94
10.89,-12.13,59.02,59.05
11.32,11.35,248.16,59.16
12.42,13.81,61.71,59.28
10.22,-10.11,122.41,59.39
11.75,15.58,210.70,59.51
11.46,11.72,67.30,59.62
10.10,-10.62,129.06,59.73
12.15,18.08,182.11,59.85
11.71,10.81,41.01,59.96
10.79,-9.20,114.03,60.08
