Roll (x), Pitch (Y), Yaw (Z), Time (s)
12.36,10.55,4.85,24.60
9.05,-2.58,5.23,24.70
1.57,18.34,5.59,24.80
7.06,-9.67,10.30,24.91
8.53,14.67,24.00,25.01
9.94,-10.09,13.94,25.28
10.83,-11.84,11.67,25.38
10.88,7.75,13.11,25.49
9.75,15.79,2.18,25.59
10.19,-1.89,3.30,25.69
17.78,-12.75,5.68,25.80
11.95,7.71,4.70,25.90
13.00,-2.78,-3.31,26.01
12.78,-8.27,-6.71,26.11
10.27,-15.24,-2.58,26.21
9.34,6.95,2.39,26.49
10.78,8.97,-8.87,26.59
4.88,-11.14,-7.31,26.69
4.22,11.19,-2.97,26.80
6.93,16.09,-2.55,26.90
11.03,-12.07,-8.24,27.00
4.56,8.01,2.55,27.11
8.74,17.07,3.12,27.21
5.05,12.88,11.55,27.32
14.71,6.28,-0.41,27.42
10.20,-2.79,0.72,27.69
3.71,15.41,3.46,27.80
6.44,19.24,2.39,27.90
11.71,-11.74,-3.91,28.00
5.40,13.35,5.05,28.11
8.67,18.57,5.34,28.21
6.55,-3.14,-0.35,28.31
7.18,2.90,5.42,28.42
10.18,-7.76,9.95,28.52
11.15,-2.24,10.38,28.63
10.05,9.84,9.39,28.90
10.08,2.63,-1.08,29.01
6.60,5.80,11.12,29.11
8.42,18.75,10.77,29.22
7.39,-1.80,3.61,29.32
7.72,-2.08,10.10,29.42
8.74,21.67,13.79,29.53
8.78,6.45,10.35,29.63
9.30,16.16,8.10,29.74
8.69,-7.96,6.58,29.84
3.61,-5.63,22.67,30.11
7.19,22.17,18.33,30.22
7.07,4.29,5.25,30.32
7.98,-2.53,11.83,30.43
6.13,18.87,17.88,30.53
8.21,-3.04,11.87,30.63
7.50,-7.50,11.99,30.74
21.47,7.72,15.55,30.84
10.52,24.42,23.34,30.95
9.14,21.65,23.27,31.05
8.38,0.72,13.86,31.32
8.65,-6.69,19.41,31.43
11.22,18.75,24.76,31.53
13.25,4.62,16.71,31.63
11.32,-1.96,15.69,31.74
20.08,24.53,15.72,31.84
11.47,17.36,3.68,31.94
10.51,-3.62,4.21,32.05
5.41,-5.02,8.81,32.15
8.56,0.49,14.62,32.26
7.04,13.41,14.61,32.53
15.90,20.76,-3.30,32.63
13.11,-9.12,0.31,32.74
11.12,19.71,7.56,32.84
8.64,-6.61,5.05,32.94
10.40,-16.88,6.39,33.05
9.87,17.90,6.21,33.15
7.78,17.27,-0.50,33.26
6.03,21.58,7.23,33.36
3.91,-3.87,15.06,33.46
8.37,-5.02,17.82,33.74
12.58,16.91,19.37,33.84
12.09,14.02,9.53,33.94
8.32,-1.26,14.22,34.05
6.42,7.54,9.00,34.15
7.96,-3.28,0.92,34.25
7.27,-10.53,0.48,34.36
9.06,-7.17,-2.35,34.46
7.21,-2.81,4.62,34.57
13.37,23.20,2.12,34.67
8.41,10.64,-3.04,34.95
8.60,-7.56,-2.84,35.05
8.61,17.98,7.59,35.16
5.94,12.17,-1.10,35.26
5.08,-7.62,0.70,35.36
4.95,9.10,4.78,35.47
5.59,19.76,0.73,35.57
6.20,-7.85,-0.52,35.68
4.14,-1.14,-4.41,35.78
8.75,-5.19,-4.55,35.88
11.18,1.11,8.74,36.16
8.06,11.88,-0.60,36.26
6.79,-7.01,-3.76,36.37
1.66,10.02,4.56,36.47
5.55,18.27,3.69,36.57
5.17,-7.45,0.69,36.68
4.84,10.68,9.24,36.78
6.94,23.38,9.18,36.88
12.21,4.75,18.54,36.99
8.31,16.99,10.66,37.09
6.15,-6.99,9.80,37.36
13.02,-2.62,15.29,37.47
9.53,12.00,14.93,37.57
8.19,-9.61,3.98,37.67
7.68,-4.40,17.20,37.78
11.02,14.94,18.14,37.88
7.31,2.42,9.30,37.99
7.54,-1.77,11.50,38.09
5.51,-10.64,10.74,38.19
17.09,-4.23,14.65,38.30
11.03,11.59,14.10,38.57
7.51,-7.61,2.84,38.67
2.99,-4.07,15.85,38.78
9.14,14.38,17.35,38.88
6.81,2.85,8.42,38.98
6.80,-4.84,11.38,39.09
4.61,16.89,12.72,39.19
3.98,0.85,8.68,39.29
7.60,19.45,8.41,39.40
11.16,-10.15,-3.45,39.50
7.71,-10.49,7.40,39.77
11.78,13.80,9.17,39.88
7.44,-0.12,2.60,39.98
6.50,-4.07,5.75,40.08
4.32,16.64,7.32,40.19
8.85,0.40,2.36,40.29
9.64,-9.12,1.61,40.40
6.03,14.28,10.56,40.50
15.34,-23.40,18.76,40.60
11.11,17.50,17.23,40.71
10.70,0.68,8.36,40.98
7.88,-8.69,8.35,41.08
14.19,15.12,9.32,41.19
7.01,5.67,5.64,41.29
9.56,-6.82,4.05,41.40
11.32,7.77,13.30,41.50
7.02,14.85,6.16,41.60
13.14,-16.97,8.47,41.71
10.00,-1.81,-4.12,41.81
7.98,-10.78,-2.18,41.92
9.53,14.96,-0.34,42.19
7.28,5.86,-4.40,42.29
8.74,-5.25,-5.37,42.40
9.92,8.56,4.03,42.50
11.55,10.99,-1.13,42.60
14.77,-13.14,1.68,42.71
6.54,-2.24,8.74,42.81
7.74,11.26,7.63,42.92
8.38,24.09,9.95,43.02
7.96,8.20,4.12,43.12
10.05,-8.24,1.62,43.39
10.59,9.23,10.21,43.50
6.29,13.29,4.26,43.60
8.47,17.41,5.66,43.71
9.49,5.05,12.01,43.81
8.90,14.23,10.17,43.91
8.60,-13.74,5.32,44.02
9.02,-6.68,18.14,44.12
11.84,-1.79,16.76,44.22
9.56,10.50,22.21,44.33
11.31,13.00,14.94,44.60
6.83,-7.43,12.88,44.71
28.88,-13.45,14.41,44.81
12.86,10.37,12.69,44.91
12.10,-8.77,4.82,45.02
6.79,-5.90,13.60,45.12
9.66,19.07,16.64,45.22
8.37,1.21,8.36,45.33
6.16,17.70,-0.64,45.43
14.36,-12.16,1.87,45.54
16.94,-11.59,7.05,45.81
9.74,9.19,6.10,45.92
8.14,-10.64,0.22,46.02
3.34,-1.40,12.16,46.12
6.61,23.97,13.64,46.23
6.79,-0.65,4.97,46.33
6.73,-3.55,3.82,46.43
5.90,14.75,7.79,46.54
34.59,-19.99,12.87,46.64
14.02,8.69,10.92,46.74
12.57,-10.61,1.87,47.01
6.70,-7.51,11.95,47.12
9.57,17.33,14.98,47.22
8.38,1.51,6.04,47.33
8.98,-6.27,4.39,47.43
7.38,11.26,8.33,47.53
6.73,5.54,3.85,47.64
4.74,-4.63,3.08,47.74
7.02,-0.71,-9.00,47.85
10.51,-22.93,-3.24,47.95
10.86,6.43,2.25,48.23
9.84,0.22,-5.35,48.33
8.36,-3.67,-4.36,48.44
10.22,11.73,-2.04,48.54
6.76,5.71,-5.15,48.64
4.24,-6.34,-3.49,48.75
5.70,18.61,9.41,48.85
8.68,11.07,1.67,48.96
6.75,19.21,7.91,49.06
9.15,5.18,-1.02,49.16
9.05,-2.92,-0.21,49.44
9.43,16.37,0.32,49.54
8.04,4.84,-2.49,49.64
4.64,-7.02,-1.80,49.75
5.13,11.56,11.31,49.85
11.26,9.57,3.09,49.96
4.29,-11.18,3.76,50.06
6.39,-0.56,10.35,50.16
8.00,-6.92,10.68,50.27
7.55,19.17,10.09,50.37
5.58,5.18,6.35,50.64
8.11,-19.89,5.44,50.75
6.99,-1.77,17.10,50.85
11.14,9.76,8.14,50.95
9.90,-6.80,0.74,51.06
16.69,-0.69,5.21,51.16
9.76,15.46,4.01,51.26
9.33,2.82,-4.02,51.37
10.14,-7.28,-12.54,51.47
12.83,-4.08,-15.16,51.58
12.49,5.11,-8.36,51.85
9.27,17.09,-13.60,51.95
9.73,-6.23,-15.92,52.06
19.05,6.38,-12.50,52.16
9.91,15.19,-9.67,52.26
9.36,-2.45,-12.52,52.37
6.29,-12.52,-3.35,52.47
5.97,13.02,-0.97,52.58
2.84,10.46,26.68,52.68
11.71,6.28,16.24,52.78
8.68,-25.41,15.90,53.06
6.21,-9.97,21.28,53.16
7.25,12.18,17.08,53.26
9.91,-1.85,8.69,53.37
7.31,11.39,17.99,53.47
8.27,25.23,17.06,53.57
7.79,-0.05,10.16,53.68
6.60,-0.94,10.02,53.78
8.29,-36.87,12.33,53.88
5.49,-9.59,17.91,53.99
7.48,11.84,12.58,54.26
9.14,-3.70,2.22,54.36
8.18,12.24,11.93,54.47
8.32,25.52,11.81,54.57
8.27,0.31,5.76,54.67
6.67,-0.68,6.41,54.78
4.55,15.74,10.40,54.88
7.60,2.97,3.91,54.99
5.11,22.59,2.47,55.09
9.14,2.71,-6.82,55.19
7.26,1.00,8.71,55.48
11.92,15.23,11.42,55.58
10.21,-0.93,4.18,55.69
7.34,-5.87,4.81,55.79
7.77,9.75,8.00,55.89
9.25,2.99,2.96,56.00
5.60,-8.41,4.63,56.10
5.66,21.51,11.12,56.21
12.60,-21.74,10.65,56.31
12.47,13.46,10.16,56.41
9.27,1.44,3.51,56.69
10.31,-7.74,6.10,56.79
7.16,19.41,6.39,56.90
4.45,3.79,3.24,57.00
3.57,-10.34,5.56,57.10
6.85,2.74,18.24,57.21
6.22,13.26,9.21,57.31
11.67,-17.74,11.77,57.42
9.53,-1.79,4.10,57.52
10.77,-6.53,5.41,57.62
8.73,18.63,5.41,57.89
5.03,1.12,3.12,58.00
6.26,-12.24,5.36,58.10
9.48,-1.97,16.32,58.21
9.11,11.44,7.63,58.31
-4.26,-2.02,6.14,58.41
-1.35,9.40,11.56,58.52
3.73,16.70,10.29,58.62
10.50,22.05,14.90,58.72
6.62,4.09,9.47,58.83
10.07,-19.08,9.30,59.10
9.87,4.11,14.65,59.20
6.23,16.07,8.42,59.30
8.80,-17.72,8.32,59.41
15.06,-10.18,12.89,59.51
10.09,10.83,11.99,59.62
9.80,0.97,3.92,59.72
3.44,-4.81,13.90,59.82
10.17,-23.58,18.69,59.93
12.54,1.28,22.10,60.03
