Roll (x), Pitch (Y), Yaw (Z), Time (s)
8.94,-3.95,-5.47,9.21
11.82,0.07,-4.80,9.31
8.01,7.69,-10.24,9.58
10.55,-9.73,-19.44,9.68
9.55,-7.62,-10.39,9.79
8.13,11.91,-2.57,9.89
9.32,18.07,-0.51,10.00
8.77,5.84,-3.58,10.10
5.99,-4.50,-4.07,10.20
7.47,0.11,-2.16,10.31
10.36,10.42,3.30,10.41
10.72,18.67,2.57,10.52
10.17,-9.72,12.48,10.79
8.95,5.18,18.12,10.89
9.78,17.17,17.00,11.00
10.55,6.96,10.38,11.10
7.42,-6.67,9.01,11.20
9.09,0.75,10.01,11.31
11.44,11.47,12.40,11.41
10.18,20.00,10.32,11.52
10.81,4.61,5.00,11.62
11.19,-7.92,2.23,11.72
9.99,19.44,4.07,12.00
10.61,6.89,-0.89,12.10
7.68,-8.27,0.54,12.21
9.81,0.73,2.85,12.31
9.25,11.19,3.85,12.41
9.51,19.04,3.44,12.52
10.25,3.62,-0.96,12.62
11.04,-6.85,-2.56,12.73
8.36,-1.61,3.63,12.83
9.19,4.51,13.17,12.93
7.50,-15.80,10.59,13.20
9.28,-4.35,14.45,13.31
10.85,13.21,12.80,13.41
10.46,21.47,12.07,13.51
11.75,3.68,6.04,13.62
9.76,-5.57,3.59,13.72
12.14,-1.32,4.31,13.82
9.54,15.95,9.30,13.93
9.09,20.36,7.16,14.03
8.73,6.09,4.32,14.14
9.53,21.10,9.65,14.41
9.48,23.73,9.52,14.51
10.57,8.09,4.41,14.62
9.81,-4.47,1.67,14.72
12.50,-5.83,2.71,14.82
9.50,12.71,8.21,14.93
9.75,18.99,7.24,15.03
9.65,3.54,5.34,15.14
10.39,-7.57,6.00,15.24
9.29,10.12,9.25,15.35
9.07,5.38,1.93,15.61
7.60,-7.43,2.40,15.72
10.73,0.69,4.59,15.82
10.77,16.63,6.64,15.92
10.71,20.35,5.47,16.03
12.20,-0.26,1.84,16.13
11.53,-9.24,0.36,16.23
10.82,-3.31,5.75,16.34
8.41,13.21,16.07,16.44
9.69,19.29,11.52,16.55
8.28,2.08,17.13,16.82
10.76,8.40,14.07,16.92
10.30,19.73,11.52,17.02
11.32,7.71,4.22,17.13
11.92,-7.20,1.52,17.23
8.30,-1.20,4.37,17.34
12.55,9.02,16.17,17.44
10.58,17.35,12.17,17.55
10.16,2.00,8.02,17.65
10.83,-5.95,8.03,17.75
10.79,22.12,6.03,18.03
10.69,8.43,-1.16,18.13
10.67,-5.99,-3.37,18.23
7.26,-2.18,-0.28,18.34
9.79,6.74,4.54,18.44
9.72,18.17,2.05,18.55
10.47,5.40,-1.39,18.65
10.15,-4.52,-0.55,18.75
9.99,12.16,-0.25,18.86
10.75,16.64,1.77,18.96
10.73,-6.97,-4.37,19.24
13.15,-2.70,-2.72,19.34
10.28,12.27,8.36,19.44
9.74,18.29,5.31,19.55
9.29,5.20,2.34,19.65
10.30,-5.17,3.57,19.75
10.05,15.15,2.80,19.86
11.62,17.34,4.69,19.96
11.19,18.25,-1.81,20.07
9.16,-1.23,-3.39,20.17
10.54,10.40,22.14,20.45
9.35,18.11,16.52,20.55
10.95,2.50,11.40,20.66
10.83,-5.42,10.83,20.76
13.01,15.82,7.77,20.86
11.07,19.23,10.96,20.97
10.13,17.87,2.59,21.07
10.12,-0.33,-0.30,21.17
9.81,-7.12,0.47,21.28
8.69,3.98,7.84,21.38
10.44,1.82,-0.65,21.66
10.84,-5.32,0.25,21.76
15.90,10.51,-2.83,21.87
11.72,15.61,1.87,21.97
10.71,15.25,-6.50,22.08
8.88,-1.14,-7.58,22.18
9.69,-7.23,-5.98,22.28
10.54,2.16,2.03,22.39
12.27,13.93,5.91,22.49
8.43,8.94,0.68,22.59
10.18,18.21,-1.56,22.87
9.73,16.50,3.23,22.97
9.47,17.36,-5.48,23.08
12.40,-0.86,-6.35,23.18
10.48,-7.75,-4.78,23.28
9.02,1.45,3.13,23.39
12.08,16.36,5.03,23.49
9.07,8.35,0.73,23.60
7.99,-0.13,-5.16,23.70
9.04,-5.01,-1.82,23.80
13.58,17.03,-14.60,24.08
11.23,0.89,-15.64,24.18
9.98,-6.89,-13.00,24.29
8.35,5.40,-2.57,24.39
11.39,21.31,-1.32,24.49
8.11,10.08,-5.92,24.60
12.14,-3.00,-12.65,24.70
10.37,-6.23,-8.84,24.81
13.35,16.51,-7.06,24.91
10.48,23.02,-4.85,25.01
11.49,-7.83,-1.49,25.30
9.45,10.52,6.42,25.40
11.14,18.73,8.42,25.50
12.16,8.12,3.93,25.61
16.10,-16.36,-3.37,25.71
13.37,-12.93,1.17,25.82
10.87,3.37,6.43,25.92
9.86,15.49,7.62,26.02
12.84,5.19,3.34,26.13
10.51,-5.39,0.94,26.23
10.88,18.90,8.71,26.51
12.43,10.49,1.80,26.61
16.33,-13.01,-6.16,26.72
13.60,-11.91,-1.08,26.82
13.19,2.05,4.62,26.92
12.54,15.87,4.32,27.03
10.14,7.60,-0.30,27.13
8.93,-6.81,-0.35,27.24
9.30,-1.05,6.72,27.34
12.12,12.09,10.13,27.44
10.75,-11.82,0.36,27.72
10.94,-11.47,8.05,27.83
7.34,10.33,12.68,27.93
9.78,14.44,13.48,28.03
10.23,8.97,7.22,28.14
9.08,-6.24,4.29,28.24
10.03,1.06,10.28,28.35
9.86,13.06,13.44,28.45
10.49,19.07,12.22,28.55
11.57,1.10,10.01,28.66
8.13,14.24,19.01,28.93
8.38,20.67,21.49,29.04
8.43,12.14,19.73,29.14
9.11,-5.11,14.28,29.25
11.78,0.05,19.31,29.35
6.06,10.56,25.75,29.45
10.25,18.22,22.41,29.56
11.09,0.02,18.06,29.66
15.34,-12.80,15.62,29.76
14.18,-7.03,17.35,29.87
10.53,2.30,7.62,30.15
10.75,-5.73,2.27,30.25
14.57,-5.01,1.82,30.36
10.79,14.40,6.92,30.46
9.63,21.46,5.48,30.57
8.98,-7.23,-3.70,30.67
11.48,-6.52,-4.04,30.77
5.75,4.25,5.68,30.88
11.46,17.40,7.81,30.98
9.88,18.36,3.48,31.08
6.16,3.55,16.54,31.35
13.60,24.55,13.40,31.46
11.17,20.45,7.76,31.56
3.79,-5.64,14.55,31.67
7.07,-3.14,13.32,31.77
4.09,12.98,20.38,31.88
4.85,20.18,23.65,31.98
8.31,20.88,11.04,32.08
8.16,-2.95,8.77,32.19
9.87,-7.56,8.81,32.29
10.46,20.40,8.09,32.56
10.33,5.10,3.74,32.67
11.67,-10.39,3.83,32.77
16.46,10.68,-1.91,32.88
12.59,21.37,5.28,32.98
10.61,16.04,1.05,33.08
8.64,10.76,3.68,33.19
10.74,-3.70,4.49,33.29
25.74,0.43,-1.38,33.40
12.37,22.51,4.27,33.50
12.30,-8.20,4.55,33.78
16.27,5.54,0.30,33.88
11.98,19.14,2.50,33.98
10.84,12.26,-6.35,34.09
12.73,2.25,-11.48,34.19
10.93,-6.31,-9.14,34.29
6.68,6.87,1.14,34.40
8.95,16.90,4.74,34.50
10.56,13.05,-3.60,34.61
13.29,-10.90,-8.77,34.71
9.59,25.52,0.28,34.99
8.11,9.52,-8.05,35.09
10.57,-2.35,-13.91,35.20
10.19,-7.68,-10.82,35.30
7.16,13.40,-2.20,35.40
9.35,20.09,1.81,35.51
12.35,8.95,-0.81,35.61
12.78,-13.34,-6.13,35.72
12.21,-11.49,-0.96,35.82
11.92,0.45,4.62,35.92
10.65,3.98,-10.52,36.20
9.78,-4.77,-5.86,36.31
10.26,18.97,-1.20,36.41
9.86,25.30,0.69,36.51
9.29,11.08,-3.11,36.62
7.10,-8.91,-5.42,36.72
9.80,-9.89,1.94,36.83
7.43,10.48,7.45,36.93
9.34,17.72,8.22,37.03
10.14,2.01,5.68,37.14
7.80,19.65,13.75,37.41
8.86,24.90,14.96,37.51
8.85,10.67,10.79,37.62
8.52,-8.21,3.70,37.72
10.35,-11.02,9.81,37.83
9.88,5.67,14.92,37.93
9.93,16.25,15.10,38.03
10.28,6.31,9.87,38.14
10.20,-7.61,6.81,38.24
10.45,2.29,11.82,38.35
12.32,5.13,-1.03,38.62
9.01,-8.10,-4.79,38.72
10.21,-9.59,1.02,38.83
8.33,7.26,6.69,38.93
9.97,16.87,7.74,39.03
11.17,3.83,-0.14,39.14
11.05,-9.24,-0.04,39.24
10.46,-1.96,6.07,39.35
10.75,13.81,9.60,39.45
10.64,21.04,7.70,39.56
10.78,-10.31,12.93,39.83
10.28,2.72,17.66,39.93
10.57,15.20,17.17,40.04
13.78,5.55,9.62,40.14
10.35,-8.16,9.44,40.24
9.68,-0.77,13.82,40.35
13.19,12.72,16.64,40.45
12.02,19.63,14.75,40.56
10.35,7.42,9.84,40.66
11.36,-8.21,7.55,40.76
10.89,18.57,10.54,41.04
8.33,10.33,1.71,41.15
8.06,-1.99,-0.71,41.25
10.59,2.92,3.84,41.35
10.88,17.14,7.69,41.46
11.89,18.05,7.83,41.56
11.13,4.25,4.29,41.67
10.69,-7.18,3.02,41.77
13.68,-3.67,2.93,41.87
8.72,6.93,10.68,41.98
7.76,-7.94,7.32,42.25
10.65,0.20,11.85,42.35
12.08,14.40,14.62,42.46
11.99,19.20,12.59,42.56
11.97,2.43,8.25,42.67
12.11,-9.13,6.33,42.77
9.92,-3.42,6.73,42.87
14.42,6.03,19.46,42.98
11.16,16.97,14.64,43.08
12.09,5.44,7.72,43.19
12.77,15.15,14.90,43.46
11.90,20.26,12.71,43.56
13.18,-3.66,6.34,43.67
12.26,-9.72,2.37,43.77
9.75,-1.14,2.63,43.88
15.46,7.86,15.75,43.98
11.01,18.75,11.05,44.08
10.96,4.93,4.86,44.19
10.93,-4.20,4.62,44.29
9.61,12.38,7.90,44.40
11.45,-4.93,-0.58,44.67
11.72,-10.88,-3.60,44.78
10.70,-4.59,-2.17,44.88
5.24,-0.73,10.23,44.98
9.75,14.38,5.86,45.09
6.14,1.12,1.27,45.19
9.20,-5.08,1.65,45.29
11.17,13.20,0.98,45.40
8.83,15.61,6.47,45.50
9.73,16.17,-1.48,45.61
11.95,-3.96,0.42,45.88
6.83,-0.02,13.49,45.99
10.96,16.52,8.41,46.09
13.87,2.96,3.19,46.19
11.94,-3.67,2.67,46.30
11.80,16.67,2.06,46.40
11.65,15.15,7.09,46.50
10.00,16.61,-2.12,46.61
10.35,2.42,-3.97,46.71
10.97,-4.04,-3.23,46.82
11.53,20.96,-9.14,47.09
12.42,8.85,-13.92,47.20
10.84,-2.94,-11.91,47.30
13.09,10.54,-12.27,47.40
9.48,14.98,-4.59,47.51
12.95,16.06,-14.57,47.61
9.97,4.79,-16.04,47.72
10.52,-5.17,-13.72,47.82
9.51,4.78,-4.29,47.92
11.13,15.95,-0.51,48.03
10.70,-8.05,1.12,48.31
9.59,-0.24,8.77,48.42
13.27,24.84,9.49,48.52
8.36,10.31,1.47,48.63
10.98,3.58,-6.36,48.73
10.34,-4.76,-3.02,48.83
10.60,16.89,1.05,48.94
10.02,24.31,2.22,49.04
9.63,13.43,-2.53,49.15
8.02,-8.67,-4.39,49.25
13.40,31.77,-0.40,49.52
8.65,12.44,-6.69,49.63
10.64,3.13,-14.02,49.73
10.32,-4.70,-9.76,49.83
11.63,16.12,-4.40,49.94
10.41,23.86,-1.50,50.04
9.59,15.51,-7.57,50.15
7.43,-5.80,-8.78,50.25
10.09,-9.18,-0.84,50.36
8.62,10.11,5.15,50.46
14.21,3.00,-12.97,50.74
11.13,-4.97,-8.24,50.84
15.60,6.86,-5.63,50.95
12.58,20.45,-4.53,51.05
9.61,15.20,-8.31,51.15
7.59,-6.99,-9.86,51.26
10.29,-5.53,-0.96,51.36
9.83,13.66,4.40,51.47
10.31,18.63,6.48,51.57
10.35,2.45,3.30,51.68
14.37,8.14,6.43,51.95
13.36,19.21,6.08,52.06
10.14,13.06,-1.20,52.16
9.47,-8.11,-1.16,52.26
8.27,-1.50,5.62,52.37
11.28,18.01,9.32,52.47
10.86,21.93,8.78,52.58
12.06,6.30,1.40,52.68
11.59,-5.73,-0.32,52.78
10.58,0.63,0.92,52.89
13.04,16.09,-9.37,53.16
9.49,-8.32,-8.66,53.27
8.69,-3.23,-0.10,53.37
10.10,17.25,4.97,53.47
10.99,22.48,4.79,53.58
13.24,2.70,-1.82,53.68
12.35,-7.82,-4.03,53.78
13.19,-2.11,-1.53,53.89
10.68,14.85,1.53,53.99
10.64,18.20,1.98,54.10
12.06,-4.40,13.94,54.38
14.57,13.13,17.66,54.48
12.76,21.25,15.01,54.58
13.26,4.43,6.81,54.69
10.95,-6.19,3.54,54.79
13.12,1.96,4.40,54.90
12.69,13.33,8.55,55.00
11.17,20.76,6.54,55.10
10.03,5.05,1.72,55.21
8.96,-8.02,2.94,55.31
11.00,21.82,2.44,55.59
9.14,7.45,-1.38,55.69
11.56,-9.38,-0.25,55.79
10.32,2.88,1.76,55.90
12.60,12.68,5.96,56.00
11.14,20.68,3.85,56.10
8.55,9.68,0.41,56.21
9.69,-7.23,1.75,56.31
8.22,11.33,5.81,56.42
11.07,24.27,6.71,56.52
10.56,-7.23,1.76,56.79
10.61,-0.78,3.98,56.90
9.98,15.28,7.12,57.00
10.20,20.03,8.08,57.10
10.44,5.26,4.07,57.21
9.14,-3.93,5.63,57.31
7.14,2.90,10.69,57.42
12.48,23.64,13.23,57.52
10.54,20.58,8.33,57.62
12.03,-0.43,3.82,57.73
9.38,18.26,9.57,58.00
9.50,20.16,8.24,58.10
8.17,4.44,5.79,58.21
10.72,-7.70,5.28,58.31
7.88,0.26,12.11,58.42
9.59,26.15,18.23,58.52
11.08,22.64,12.18,58.62
15.64,-1.80,7.84,58.73
12.86,-6.57,6.92,58.83
17.71,-1.80,7.05,58.94
11.48,-7.05,4.91,59.21
13.17,-13.13,3.62,59.31
9.56,-4.93,7.93,59.41
5.49,0.55,16.24,59.52
9.27,14.90,10.99,59.62
11.85,4.61,4.33,59.73
12.06,-4.63,3.26,59.83
20.08,3.94,0.61,59.93
12.39,17.22,7.52,60.04
