Roll (x), Pitch (Y), Yaw (Z), Time (s)
12.81,-4.90,217.39,12.31
15.93,9.08,-72.96,12.43
13.58,-5.70,203.40,12.54
15.96,26.01,18.74,12.65
11.74,-10.54,170.55,12.77
15.09,23.29,151.15,12.88
13.84,-14.56,-84.22,12.99
14.92,18.97,128.40,13.11
14.33,-0.43,-98.64,13.22
16.55,8.06,162.41,13.34
13.92,4.02,-24.39,13.45
12.29,-0.67,228.30,13.56
16.06,11.50,-26.04,13.68
14.00,-4.59,207.73,13.79
15.62,24.81,-1.94,13.91
12.98,-10.95,165.71,14.02
15.76,24.72,121.10,14.14
15.23,-16.98,-57.63,14.25
15.51,20.55,177.13,14.36
13.93,0.09,-122.25,14.48
17.19,11.58,124.31,14.59
13.45,2.71,-55.66,14.70
12.96,1.14,222.66,14.82
16.09,8.64,-74.50,14.93
13.74,-5.99,186.27,15.05
16.36,22.19,11.83,15.16
11.14,-11.33,266.59,15.27
15.89,24.32,204.69,15.39
13.52,-15.33,95.87,15.50
15.22,21.06,239.71,15.62
14.44,-0.58,-29.19,15.73
16.89,9.06,208.10,15.85
12.99,3.66,13.02,15.96
12.12,-0.89,257.83,16.07
14.65,6.86,-25.05,16.19
14.34,-5.21,176.54,16.30
16.99,21.09,-22.38,16.42
13.13,-11.10,164.30,16.53
15.59,24.77,125.16,16.64
13.26,-17.91,-52.70,16.76
15.62,20.31,115.22,16.87
15.09,-7.85,-173.88,16.99
17.48,12.12,122.35,17.10
13.71,2.01,-57.40,17.21
12.87,1.29,203.71,17.33
16.15,8.41,-53.10,17.44
13.41,-4.76,212.82,17.56
16.69,22.01,-53.25,17.67
12.81,-8.98,209.17,17.78
16.08,24.69,175.78,17.90
13.83,-16.08,91.10,18.01
15.01,20.61,234.40,18.12
14.67,-3.01,-119.37,18.24
15.83,13.64,153.54,18.35
12.91,2.84,-51.18,18.47
15.10,4.31,196.04,18.58
14.35,6.16,-45.11,18.69
13.99,-5.77,176.63,18.81
17.05,20.44,-34.63,18.92
12.87,-10.86,219.78,19.04
15.82,24.93,141.23,19.15
12.89,-18.07,181.30,19.26
15.59,20.35,257.19,19.38
15.07,-9.19,-87.99,19.49
17.31,11.34,167.24,19.61
13.34,1.48,-47.48,19.72
12.76,1.88,220.41,19.83
14.65,5.54,-40.90,19.95
12.94,-6.72,218.56,20.06
16.60,23.00,-38.34,20.18
12.82,-8.16,224.94,20.29
15.85,24.60,119.60,20.41
12.38,-14.37,54.32,20.52
15.06,21.79,153.03,20.63
15.52,-12.63,-147.47,20.75
16.58,15.45,128.95,20.86
12.92,3.64,-54.53,20.97
14.95,5.22,217.97,21.09
14.27,7.57,-21.53,21.20
13.54,-6.34,179.43,21.32
17.08,21.75,-97.45,21.43
13.74,-6.75,177.63,21.54
15.87,25.53,41.25,21.66
13.02,-17.56,123.55,21.77
15.32,22.63,222.04,21.89
15.03,-9.96,-81.52,22.00
15.41,16.67,187.78,22.11
13.10,1.59,-53.44,22.23
15.87,6.77,196.67,22.34
14.71,6.29,-12.42,22.46
13.60,-5.12,195.00,22.57
16.51,14.48,-54.15,22.68
12.92,-7.70,212.07,22.80
15.50,24.33,111.15,22.91
12.22,-14.04,209.41,23.03
15.65,23.27,246.18,23.14
15.21,-13.73,-34.07,23.25
16.31,14.79,199.66,23.37
13.25,2.91,-30.69,23.48
14.66,4.83,187.16,23.60
14.03,5.01,-36.81,23.71
13.35,-7.01,207.19,23.82
16.83,12.59,-78.82,23.94
13.90,-7.71,188.81,24.05
15.81,25.78,46.31,24.17
11.83,-11.83,129.73,24.28
15.29,22.65,155.87,24.39
14.23,-14.38,-128.73,24.51
15.42,17.23,126.28,24.62
13.86,2.98,-61.96,24.74
16.47,7.94,189.55,24.85
15.07,6.74,-19.52,24.96
12.40,-3.36,215.93,25.08
17.00,14.29,-65.44,25.19
13.88,-2.93,201.78,25.31
15.51,24.61,24.83,25.42
12.24,-10.63,163.49,25.53
15.58,23.29,214.74,25.65
14.99,-13.79,-43.36,25.76
15.71,18.60,193.69,25.88
13.04,2.62,-88.20,25.99
17.56,8.22,164.51,26.10
13.63,4.54,-45.69,26.22
12.55,-1.70,195.01,26.33
16.44,11.88,-77.00,26.45
13.84,-7.18,193.73,26.56
16.47,24.66,61.78,26.67
11.03,-12.01,270.37,26.79
15.93,24.56,239.75,26.90
14.18,-14.74,53.23,27.02
14.54,15.90,246.15,27.13
14.37,2.48,-26.75,27.24
17.21,7.93,207.33,27.36
13.74,3.66,-9.03,27.47
12.98,-4.89,236.07,27.59
15.77,9.25,-41.26,27.70
14.16,-3.49,168.99,27.81
15.71,24.50,10.40,27.93
12.18,-10.59,150.58,28.04
15.82,23.78,143.91,28.16
14.42,-18.32,-92.23,28.27
16.07,19.69,118.61,28.38
14.53,-3.13,-122.27,28.50
17.73,8.06,150.93,28.61
13.86,4.39,-46.34,28.73
12.73,-1.55,207.60,28.84
16.71,12.04,-70.86,28.95
13.68,-5.31,182.56,29.07
16.49,24.72,-39.82,29.18
12.43,-9.11,211.61,29.30
15.97,24.81,142.94,29.41
14.32,-15.05,5.64,29.52
15.11,19.39,211.82,29.64
14.39,1.03,-122.89,29.75
16.77,12.94,153.95,29.87
13.50,2.87,-34.38,29.98
13.20,2.35,228.39,30.09
15.62,9.25,-34.12,30.21
14.35,-6.45,206.90,30.32
16.31,22.98,26.98,30.44
12.83,-10.61,199.42,30.55
15.94,24.17,161.59,30.66
14.02,-18.01,107.86,30.78
17.64,28.39,178.07,30.89
14.99,-3.28,-140.12,31.01
19.65,10.18,169.97,31.12
12.54,-2.73,-73.18,31.23
12.55,-1.41,227.58,31.35
16.28,16.10,88.58,31.46
19.84,1.97,114.19,31.58
17.73,11.04,-172.11,31.69
12.41,-12.22,165.99,31.80
16.69,26.46,116.64,31.92
13.10,-10.97,112.92,32.03
17.46,23.57,158.32,32.15
13.58,-15.37,-225.33,32.26
14.94,11.50,120.15,32.37
15.07,7.29,-72.94,32.49
11.07,4.27,252.35,32.60
19.41,18.48,-55.12,32.72
13.48,-9.57,92.82,32.83
15.11,6.56,-44.91,32.94
11.50,-2.46,280.32,33.06
14.91,22.34,131.42,33.17
15.59,-16.04,91.11,33.29
14.15,20.05,165.91,33.40
10.75,-8.00,176.48,33.51
16.02,23.16,356.81,33.63
14.46,-10.55,-122.39,33.74
15.28,9.75,354.17,33.86
14.72,6.94,-94.75,33.97
11.25,3.39,192.57,34.08
11.51,14.59,132.58,34.20
10.90,-6.52,146.46,34.31
13.17,17.06,15.26,34.43
8.03,-7.70,56.05,34.54
14.86,24.63,-4.34,34.65
8.77,-6.73,35.34,34.77
9.25,27.49,234.10,34.88
8.45,-5.32,142.27,35.00
9.55,6.01,150.09,35.11
10.42,0.83,-7.46,35.22
10.10,8.69,143.87,35.34
10.46,11.51,17.12,35.45
8.11,-6.18,103.82,35.57
11.53,19.28,30.15,35.68
8.85,-11.93,81.01,35.79
9.99,25.23,59.07,35.91
8.04,-10.25,90.62,36.02
10.39,19.99,89.31,36.14
8.04,-8.43,49.28,36.25
8.23,17.12,116.77,36.36
8.41,1.84,97.76,36.48
7.85,1.62,65.67,36.59
11.58,9.43,-7.10,36.71
6.59,-2.40,49.74,36.82
8.28,24.24,6.24,36.93
6.03,-6.27,80.30,37.05
8.37,23.26,60.25,37.16
5.84,-8.38,92.48,37.28
10.22,23.71,90.92,37.39
7.65,-8.51,119.73,37.50
7.35,16.53,189.62,37.62
6.95,1.60,74.53,37.73
8.33,8.60,118.68,37.85
7.19,6.26,133.74,37.96
4.75,-2.65,101.75,38.07
9.02,20.31,55.35,38.19
5.01,-7.94,80.71,38.30
7.91,23.69,90.43,38.42
5.02,-8.63,100.24,38.53
8.11,23.16,83.27,38.64
5.52,-6.84,119.46,38.76
6.84,16.28,93.96,38.87
6.21,-0.04,111.72,38.99
6.63,6.43,87.93,39.10
6.76,6.94,104.49,39.21
5.38,-2.56,49.59,39.33
9.36,15.69,17.27,39.44
5.05,-6.99,19.49,39.56
7.18,25.13,50.05,39.67
5.02,-8.61,101.50,39.78
6.76,22.61,96.94,39.90
5.61,-8.29,88.04,40.01
7.51,15.31,69.24,40.13
6.59,-2.94,97.08,40.24
6.93,9.01,69.51,40.35
6.56,7.99,117.62,40.47
5.49,-0.65,81.03,40.58
8.48,20.73,54.23,40.70
4.87,-5.82,58.26,40.81
7.92,24.23,54.64,40.92
5.05,-8.84,79.09,41.04
8.46,24.53,70.25,41.15
5.21,-6.46,107.37,41.27
7.54,20.63,70.72,41.38
6.26,-0.17,84.76,41.49
6.60,10.57,57.80,41.61
6.31,7.56,122.76,41.72
5.81,1.40,62.01,41.84
9.02,14.65,44.75,41.95
4.95,-6.82,43.42,42.06
7.90,24.27,54.34,42.18
4.64,-9.44,73.43,42.29
7.92,23.94,68.82,42.41
4.69,-7.18,105.19,42.52
7.96,22.25,72.52,42.63
6.26,-2.54,97.53,42.75
6.49,9.29,65.43,42.86
6.07,6.90,137.63,42.98
5.51,-0.51,70.83,43.09
7.98,12.71,58.67,43.20
4.60,-6.14,43.76,43.32
7.53,24.46,53.75,43.43
4.91,-8.57,72.53,43.55
8.24,24.90,68.01,43.66
4.47,-7.28,116.12,43.77
7.67,21.72,70.84,43.89
5.60,-4.89,94.72,44.00
6.34,10.78,71.34,44.12
6.00,8.16,131.38,44.23
5.63,1.41,56.70,44.34
8.97,15.13,80.12,44.46
4.33,-4.09,64.61,44.57
7.83,25.04,61.38,44.69
4.81,-8.21,73.69,44.80
7.78,24.32,83.14,44.91
4.70,-7.02,115.39,45.03
8.07,22.01,65.40,45.14
6.23,-3.11,102.82,45.26
6.40,13.61,67.61,45.37
5.86,7.04,121.78,45.48
6.31,3.88,52.85,45.60
8.09,12.37,97.91,45.71
4.60,-6.35,58.32,45.83
8.09,24.44,60.37,45.94
4.66,-8.88,60.11,46.05
7.54,24.10,70.62,46.17
4.47,-7.80,105.16,46.28
7.71,21.98,50.13,46.40
5.58,-4.69,85.60,46.51
6.21,11.02,60.69,46.62
5.83,5.61,127.11,46.74
5.65,1.55,55.73,46.85
7.06,9.13,87.38,46.97
4.45,-4.26,39.21,47.08
7.78,24.90,42.44,47.19
4.66,-8.07,62.67,47.31
7.77,24.04,80.11,47.42
4.31,-7.57,115.71,47.54
7.68,22.59,71.02,47.65
5.26,-5.03,107.58,47.76
6.21,14.72,55.52,47.88
5.55,7.04,110.56,47.99
6.05,3.81,44.00,48.11
7.63,11.80,102.37,48.22
4.57,-3.24,57.98,48.33
7.74,24.91,52.67,48.45
4.78,-6.97,56.92,48.56
7.51,24.87,79.70,48.68
4.22,-7.87,106.18,48.79
8.32,23.12,55.38,48.90
5.47,-4.96,109.75,49.02
6.50,15.32,71.25,49.13
5.69,5.66,104.76,49.25
6.47,6.08,40.15,49.36
6.92,9.46,125.20,49.47
3.96,-4.40,55.44,49.59
8.18,22.31,63.58,49.70
4.60,-8.55,55.79,49.81
7.21,24.13,77.94,49.93
4.06,-7.96,85.60,50.04
7.99,24.13,51.15,50.16
5.11,-5.50,109.81,50.27
6.07,14.08,65.27,50.38
5.74,1.94,118.12,50.50
6.09,4.21,50.16,50.61
6.30,8.19,109.16,50.73
4.36,-3.49,40.34,50.84
8.81,18.54,54.19,50.96
4.97,-8.03,51.43,51.07
7.32,24.71,77.23,51.18
4.15,-8.07,114.60,51.30
8.08,23.20,84.13,51.41
4.43,-5.39,133.71,51.53
6.24,16.19,77.52,51.64
5.60,0.28,118.21,51.75
6.12,6.34,39.06,51.87
6.40,9.98,130.48,51.98
4.82,-1.89,60.82,52.10
8.11,23.03,68.71,52.21
4.41,-6.86,58.79,52.32
7.08,24.81,74.66,52.44
4.13,-8.10,92.30,52.55
7.96,23.75,54.25,52.67
4.90,-5.80,121.19,52.78
6.88,19.20,65.11,52.89
5.60,2.56,101.26,53.01
6.08,9.55,34.78,53.12
5.55,9.56,134.67,53.24
4.24,-3.15,51.62,53.35
8.44,19.35,62.27,53.46
4.61,-7.41,48.99,53.58
7.10,25.02,77.07,53.69
3.87,-8.47,91.49,53.81
7.85,23.65,61.43,53.92
4.31,-5.92,127.94,54.03
6.16,16.62,70.43,54.15
5.55,0.02,114.96,54.26
6.67,6.57,56.30,54.38
5.60,8.62,145.69,54.49
4.22,-1.62,46.55,54.60
8.17,15.68,58.66,54.72
4.33,-7.12,37.83,54.83
7.21,24.74,61.78,54.94
4.23,-7.93,83.23,55.06
8.45,24.66,70.47,55.17
4.21,-6.20,127.82,55.29
6.74,19.53,63.85,55.40
5.63,-3.30,111.20,55.51
6.28,9.90,60.81,55.63
6.08,8.71,147.48,55.74
4.50,-0.26,55.75,55.86
8.38,19.19,87.01,55.97
4.18,-4.96,65.28,56.08
6.90,25.20,72.93,56.20
4.01,-8.13,77.04,56.31
7.60,23.75,88.23,56.43
4.35,-5.72,137.14,56.54
6.70,20.52,76.52,56.65
5.38,-0.38,120.32,56.77
5.83,11.72,50.96,56.88
5.00,8.35,147.93,57.00
5.28,2.23,47.60,57.11
7.98,15.03,106.63,57.22
4.18,-6.57,54.08,57.34
7.06,24.25,68.62,57.45
3.96,-8.48,70.91,57.57
7.01,24.17,71.84,57.68
4.05,-6.80,118.59,57.79
7.10,22.71,63.98,57.91
5.07,-3.30,127.08,58.02
5.76,9.95,54.85,58.14
4.80,7.43,165.80,58.25
4.56,0.17,61.98,58.37
6.81,11.37,93.34,58.48
3.93,-5.40,40.15,58.59
7.25,24.13,56.83,58.71
4.02,-8.74,60.42,58.82
7.27,24.15,66.42,58.94
3.85,-6.64,121.34,59.05
6.41,20.74,62.66,59.16
4.71,-3.50,117.46,59.28
5.67,12.22,59.83,59.39
4.87,6.00,153.67,59.51
5.60,2.47,48.01,59.62
7.62,15.56,102.63,59.73
3.81,-4.26,53.60,59.85
7.07,25.43,68.19,59.96
4.33,-7.96,72.35,60.08
