Roll (x), Pitch (Y), Yaw (Z), Time (s)
-5.32,-0.68,80.09,20.69
-5.32,-0.67,84.99,20.88
-5.35,-0.72,83.70,21.00
-5.37,-0.73,82.02,21.11
-5.29,-0.70,82.03,21.23
-5.38,-0.72,82.06,21.34
-5.32,-0.79,84.80,21.45
-5.31,-0.74,86.59,21.57
-5.27,-0.77,85.55,21.68
-5.33,-0.75,83.81,21.80
-5.36,-0.74,85.04,21.91
-5.34,-0.81,83.02,22.12
-5.34,-0.77,81.01,22.24
-5.35,-0.73,82.54,22.35
-5.33,-0.82,82.36,22.46
-5.36,-0.67,82.02,22.58
-5.28,-0.75,83.26,22.69
-5.40,-0.74,81.80,22.81
-5.30,-0.77,81.45,22.92
-5.37,-0.69,80.53,23.03
-5.37,-0.67,80.31,23.15
-5.35,-0.72,81.39,23.34
-5.35,-0.73,82.59,23.46
-5.32,-0.74,83.10,23.57
-5.39,-0.73,81.47,23.68
-5.34,-0.77,80.70,23.80
-5.38,-0.78,76.65,23.91
-5.34,-0.71,79.00,24.03
-5.34,-0.67,79.51,24.14
-5.32,-0.76,82.59,24.25
-5.39,-0.70,84.25,24.37
-5.36,-0.75,85.48,24.58
-5.31,-0.76,83.33,24.69
-5.33,-0.68,82.55,24.81
-5.30,-0.68,82.01,24.92
-5.37,-0.68,82.95,25.04
-5.34,-0.75,82.59,25.15
-5.35,-0.72,79.03,25.26
-5.37,-0.72,80.57,25.38
-5.30,-0.76,82.20,25.49
-5.33,-0.75,80.63,25.61
-5.31,-0.72,81.65,25.80
-5.33,-0.71,80.67,25.92
-5.36,-0.72,80.85,26.03
-5.35,-0.65,81.99,26.15
-5.38,-0.67,85.00,26.26
-5.35,-0.73,83.40,26.37
-5.30,-0.73,81.42,26.49
-5.29,-0.72,83.40,26.60
-5.30,-0.74,81.80,26.72
-5.33,-0.71,81.81,26.83
-5.30,-0.70,84.70,27.04
-5.32,-0.69,85.58,27.16
-5.33,-0.74,83.57,27.27
-5.33,-0.66,83.93,27.38
-5.34,-0.72,82.89,27.50
-5.26,-0.77,83.13,27.61
-5.38,-0.71,84.46,27.73
-5.33,-0.75,83.19,27.84
-5.38,-0.68,84.87,27.95
-5.36,-0.66,81.12,28.07
-5.41,-0.71,79.69,28.26
-5.30,-0.68,78.13,28.38
-5.32,-0.69,78.92,28.49
-5.35,-0.72,78.77,28.60
-5.29,-0.74,81.42,28.72
-5.32,-0.68,82.77,28.83
-5.32,-0.72,83.19,28.95
-5.37,-0.72,83.47,29.06
-5.36,-0.65,85.60,29.17
-5.35,-0.77,82.35,29.29
-5.34,-0.72,80.38,29.50
-5.35,-0.72,82.28,29.61
-5.36,-0.74,83.02,29.73
-5.38,-0.69,83.40,29.84
-5.33,-0.74,80.72,29.96
-5.36,-0.67,82.21,30.07
-5.31,-0.76,80.24,30.18
-5.28,-0.72,80.56,30.30
-5.35,-0.70,83.94,30.41
-5.32,-0.71,81.62,30.53
-5.32,-0.71,83.08,30.72
-5.35,-0.71,80.36,30.84
-5.30,-0.69,80.46,30.95
-5.37,-0.74,80.73,31.07
-5.32,-0.74,81.07,31.18
-5.32,-0.75,80.24,31.29
-5.33,-0.76,81.04,31.41
-5.29,-0.72,80.30,31.52
-5.35,-0.72,81.88,31.64
-5.33,-0.74,82.95,31.75
-5.35,-0.75,83.50,31.96
-5.33,-0.72,83.81,32.08
-5.33,-0.70,83.95,32.19
-5.31,-0.77,81.20,32.30
-5.35,-0.74,81.24,32.42
-5.38,-0.70,83.26,32.53
-5.30,-0.74,81.34,32.65
-5.31,-0.74,83.36,32.76
-5.33,-0.73,84.02,32.87
-5.28,-0.70,83.07,32.99
-5.33,-0.67,81.24,33.18
-5.31,-0.73,80.29,33.30
-5.30,-0.75,81.91,33.41
-5.35,-0.69,80.64,33.53
-5.35,-0.76,81.05,33.64
-5.40,-0.69,81.27,33.75
-5.32,-0.73,81.74,33.87
-5.28,-0.73,81.67,33.98
-5.39,-0.69,80.66,34.10
-5.29,-0.69,79.13,34.21
-5.42,-0.70,82.20,34.42
-5.36,-0.69,83.22,34.54
-5.32,-0.70,80.76,34.65
-5.35,-0.72,82.12,34.76
-5.45,-0.73,81.89,34.88
-5.29,-0.69,82.65,34.99
-5.29,-0.68,84.37,35.11
-5.35,-0.74,80.60,35.22
-5.34,-0.76,80.12,35.33
-5.38,-0.73,82.89,35.45
-5.40,-0.72,83.56,35.64
-5.29,-0.79,82.87,35.76
-5.34,-0.67,83.16,35.87
-5.34,-0.69,82.49,35.99
-5.36,-0.70,82.43,36.10
-5.34,-0.67,82.87,36.21
-5.38,-0.68,81.18,36.33
-5.35,-0.77,81.12,36.44
-5.37,-0.67,80.58,36.56
-5.36,-0.69,81.45,36.67
-5.38,-0.70,79.00,36.87
-5.31,-0.73,78.19,36.98
-5.32,-0.77,80.97,37.09
-5.36,-0.75,80.33,37.21
-5.37,-0.69,80.87,37.32
-5.35,-0.72,80.27,37.44
-5.40,-0.75,80.58,37.55
-5.37,-0.75,80.11,37.66
-5.33,-0.73,79.77,37.78
-5.39,-0.74,79.25,37.89
-5.37,-0.74,82.43,38.10
-5.32,-0.75,81.88,38.22
-5.33,-0.72,80.24,38.33
-5.41,-0.77,81.74,38.45
-5.33,-0.70,82.48,38.56
-5.38,-0.73,82.20,38.67
-5.38,-0.72,82.91,38.79
-5.33,-0.72,81.59,38.90
-5.34,-0.72,83.91,39.02
-5.34,-0.68,84.11,39.13
-5.37,-0.73,83.10,39.33
-5.37,-0.68,82.71,39.44
-5.41,-0.75,81.47,39.55
-5.33,-0.73,79.81,39.67
-5.34,-0.72,81.47,39.78
-5.32,-0.72,81.15,39.90
-5.30,-0.73,82.59,40.01
-5.40,-0.72,82.36,40.12
-5.40,-0.70,80.95,40.24
-5.38,-0.67,82.15,40.35
-5.37,-0.74,80.30,40.56
-5.37,-0.71,80.92,40.68
-5.37,-0.68,80.09,40.79
-5.30,-0.75,82.69,40.91
-5.36,-0.67,80.31,41.02
-5.32,-0.63,81.42,41.13
-5.26,-0.76,82.69,41.25
-5.34,-0.68,80.11,41.36
-5.33,-0.72,83.11,41.48
-5.35,-0.69,83.25,41.59
-5.35,-0.70,82.17,41.79
-5.37,-0.75,80.98,41.90
-5.38,-0.72,74.17,42.01
-5.28,-0.72,78.31,42.13
-5.39,-0.70,77.79,42.24
-5.33,-0.76,78.52,42.36
-5.32,-0.69,80.81,42.47
-5.40,-0.74,81.95,42.58
-5.34,-0.71,82.49,42.70
-5.40,-0.72,82.99,42.81
-5.36,-0.75,83.52,43.02
-5.33,-0.66,81.47,43.14
-5.37,-0.70,80.39,43.25
-5.33,-0.69,83.35,43.37
-5.34,-0.66,81.28,43.48
-5.34,-0.70,78.84,43.59
-5.38,-0.72,80.77,43.71
-5.39,-0.76,81.45,43.82
-5.39,-0.72,82.07,43.94
-5.31,-0.70,83.96,44.05
-5.33,-0.75,82.58,44.25
-5.33,-0.79,87.15,44.36
-5.39,-0.71,82.52,44.47
-5.38,-0.76,82.46,44.59
-5.37,-0.70,81.00,44.70
-5.32,-0.69,82.19,44.82
-5.32,-0.72,85.10,44.93
-5.38,-0.66,82.28,45.04
-5.30,-0.73,82.91,45.16
-5.36,-0.67,81.26,45.27
-5.39,-0.74,76.48,45.48
-5.36,-0.70,78.00,45.60
-5.33,-0.72,79.86,45.71
-5.38,-0.70,81.91,45.83
-5.38,-0.70,82.94,45.94
-5.36,-0.72,82.46,46.05
-5.38,-0.69,82.19,46.17
-5.32,-0.70,83.13,46.28
-5.37,-0.72,83.58,46.40
-5.36,-0.67,84.68,46.51
-5.31,-0.65,79.78,46.71
-5.35,-0.72,80.62,46.82
-5.41,-0.74,79.74,46.93
-5.34,-0.67,80.38,47.05
-5.35,-0.70,81.12,47.16
-5.39,-0.67,79.85,47.28
-5.32,-0.72,77.42,47.39
-5.28,-0.69,79.32,47.50
-5.30,-0.77,81.26,47.62
-5.35,-0.77,81.00,47.73
-5.38,-0.71,81.27,47.94
-5.34,-0.74,84.01,48.06
-5.34,-0.74,86.02,48.17
-5.33,-0.67,86.27,48.29
-5.34,-0.66,82.72,48.40
-5.34,-0.73,82.43,48.51
-5.29,-0.71,83.27,48.63
-5.35,-0.71,81.64,48.74
-5.35,-0.67,80.79,48.86
-5.33,-0.74,82.10,48.97
-5.39,-0.73,81.86,49.17
-5.34,-0.73,81.92,49.28
-5.33,-0.81,81.81,49.39
-5.37,-0.72,81.60,49.51
-5.38,-0.72,81.47,49.62
-5.34,-0.72,81.62,49.74
-5.36,-0.72,83.52,49.85
-5.32,-0.77,81.71,49.96
-5.38,-0.77,81.76,50.08
-5.36,-0.65,80.61,50.19
-5.32,-0.72,82.77,50.40
-5.34,-0.74,83.45,50.52
-5.32,-0.75,82.40,50.63
-5.33,-0.73,83.95,50.75
-5.31,-0.71,83.13,50.86
-5.33,-0.65,83.21,50.97
-5.38,-0.75,84.42,51.09
-5.38,-0.69,83.30,51.20
-5.34,-0.69,81.66,51.32
-5.36,-0.71,80.59,51.43
-5.31,-0.72,80.69,51.63
-5.31,-0.76,80.20,51.74
-5.34,-0.71,81.94,51.85
-5.35,-0.69,83.95,51.97
-5.35,-0.79,83.83,52.08
-5.36,-0.72,83.80,52.20
-5.32,-0.72,84.12,52.31
-5.35,-0.70,83.25,52.42
-5.32,-0.76,81.04,52.54
-5.33,-0.69,84.44,52.65
-5.40,-0.71,79.09,52.86
-5.34,-0.72,81.23,52.98
-5.33,-0.72,81.39,53.09
-5.45,-0.79,81.36,53.21
-5.39,-0.74,82.36,53.32
-5.31,-0.67,83.94,53.43
-5.32,-0.77,84.88,53.55
-5.33,-0.71,84.51,53.66
-5.35,-0.72,84.22,53.78
-5.35,-0.70,82.63,53.89
-5.38,-0.70,81.73,54.09
-5.27,-0.71,81.86,54.20
-5.35,-0.71,82.60,54.31
-5.36,-0.65,84.37,54.43
-5.36,-0.74,81.97,54.54
-5.37,-0.67,84.98,54.66
-5.42,-0.78,84.41,54.77
-5.33,-0.63,84.37,54.88
-5.32,-0.73,82.20,55.00
-5.31,-0.72,80.86,55.11
-5.37,-0.77,82.94,55.32
-5.38,-0.72,80.26,55.44
-5.28,-0.69,82.12,55.55
-5.34,-0.72,82.24,55.67
-5.33,-0.68,82.99,55.78
-5.35,-0.71,82.13,55.89
-5.36,-0.71,78.79,56.01
-5.42,-0.72,80.59,56.12
-5.37,-0.73,84.19,56.24
-5.32,-0.67,82.81,56.35
-5.40,-0.70,79.00,56.55
-5.39,-0.75,82.42,56.66
-5.36,-0.70,82.04,56.77
-5.36,-0.80,80.94,56.89
-5.35,-0.71,81.19,57.00
-5.30,-0.70,81.10,57.12
-5.37,-0.69,80.23,57.23
-5.36,-0.68,82.63,57.34
-5.34,-0.71,83.38,57.46
-5.32,-0.67,82.60,57.57
-5.35,-0.74,77.57,57.77
-5.38,-0.71,79.37,57.88
-5.37,-0.74,82.45,58.00
-5.32,-0.70,82.31,58.11
-5.34,-0.69,81.14,58.22
-5.38,-0.69,80.87,58.34
-5.40,-0.74,80.05,58.45
-5.37,-0.68,79.63,58.57
-5.36,-0.69,80.47,58.68
-5.30,-0.67,81.84,58.79
-5.44,-0.70,80.47,59.01
-5.39,-0.76,80.09,59.12
-5.33,-0.73,75.62,59.23
-5.38,-0.72,77.25,59.35
-5.36,-0.76,80.10,59.46
-5.34,-0.77,81.94,59.58
-5.40,-0.70,82.97,59.69
-5.34,-0.70,82.48,59.80
-5.33,-0.70,82.20,59.92
-5.34,-0.72,81.90,60.03
-5.43,-0.74,80.54,60.23
-5.38,-0.73,80.75,60.34
-5.42,-0.70,82.17,60.46
-5.30,-0.70,82.91,60.57
-5.39,-0.72,84.44,60.68
-5.35,-0.65,81.72,60.80
-5.41,-0.75,80.35,60.91
-5.35,-0.71,80.85,61.03
-5.38,-0.74,80.42,61.14
-5.37,-0.74,79.79,61.25
-5.35,-0.74,84.14,61.47
-5.39,-0.71,80.22,61.58
-5.32,-0.70,82.11,61.70
-5.33,-0.74,81.14,61.81
-5.41,-0.74,81.08,61.93
-5.34,-0.70,81.40,62.04
-5.36,-0.69,83.73,62.15
-5.34,-0.69,83.70,62.27
-5.26,-0.77,82.78,62.38
-5.31,-0.68,82.97,62.50
-5.38,-0.76,81.88,62.69
-5.34,-0.74,81.86,62.81
-5.35,-0.71,81.65,62.92
-5.35,-0.69,81.37,63.03
-5.36,-0.70,81.25,63.15
-5.34,-0.67,79.50,63.26
-5.50,-0.72,79.49,63.38
-5.28,-0.72,80.16,63.49
-5.30,-0.68,82.95,63.60
-5.34,-0.73,84.46,63.72
-5.38,-0.73,84.23,63.93
-5.37,-0.81,83.22,64.04
-5.37,-0.79,83.46,64.16
-5.32,-0.70,83.86,64.27
-5.39,-0.74,81.57,64.39
-5.33,-0.67,82.84,64.50
-5.34,-0.72,81.51,64.61
-5.35,-0.74,80.64,64.73
-5.31,-0.70,79.91,64.84
-5.33,-0.69,78.29,64.96
-5.40,-0.78,81.51,65.15
-5.40,-0.70,82.65,65.27
-5.35,-0.76,83.44,65.38
-5.36,-0.74,87.65,65.49
-5.34,-0.72,83.51,65.61
-5.35,-0.70,83.88,65.72
-5.38,-0.75,81.99,65.84
-5.36,-0.70,80.74,65.95
-5.40,-0.65,81.10,66.06
-5.38,-0.74,81.30,66.18
-5.35,-0.70,80.26,66.39
-5.33,-0.79,78.88,66.50
-5.31,-0.72,80.00,66.62
-5.41,-0.75,80.14,66.73
-5.36,-0.68,79.69,66.85
-5.35,-0.70,81.70,66.96
-5.40,-0.72,82.54,67.07
-5.38,-0.72,81.87,67.19
-5.35,-0.77,82.55,67.30
-5.36,-0.71,81.00,67.42
-5.39,-0.74,79.64,67.61
-5.38,-0.73,80.55,67.73
-5.35,-0.72,76.70,67.84
-5.35,-0.71,79.51,67.95
-5.33,-0.66,80.41,68.07
-5.37,-0.70,79.94,68.18
-5.37,-0.74,82.47,68.30
-5.36,-0.79,80.96,68.41
-5.36,-0.73,81.33,68.52
-5.35,-0.74,82.41,68.64
-5.42,-0.73,81.93,68.85
-5.38,-0.75,82.90,68.96
-5.38,-0.70,82.09,69.08
-5.43,-0.74,80.74,69.19
-5.37,-0.68,79.97,69.31
-5.37,-0.72,79.54,69.42
-5.37,-0.73,80.06,69.53
-5.32,-0.70,79.64,69.65
-5.36,-0.73,81.37,69.76
-5.40,-0.78,82.96,69.88
-5.40,-0.78,85.09,70.07
-5.37,-0.76,85.92,70.19
-5.39,-0.76,85.17,70.30
-5.37,-0.74,81.26,70.41
-5.40,-0.74,81.51,70.53
-5.40,-0.68,80.23,70.64
-5.36,-0.72,82.09,70.76
-5.36,-0.74,83.13,70.87
-5.41,-0.73,81.72,70.98
-5.32,-0.75,79.32,71.10
-5.39,-0.70,82.05,71.31
-5.31,-0.71,82.97,71.42
-5.41,-0.70,83.54,71.54
-5.35,-0.79,84.79,71.65
-5.36,-0.68,84.38,71.77
-5.37,-0.71,82.10,71.88
-5.36,-0.74,83.70,71.99
-5.31,-0.76,82.78,72.11
-5.35,-0.74,82.49,72.22
-5.39,-0.73,80.97,72.34
-5.38,-0.71,81.33,72.53
-5.34,-0.67,80.13,72.65
-5.37,-0.77,79.81,72.76
-5.31,-0.67,81.35,72.87
-5.34,-0.75,82.58,72.99
-5.39,-0.77,80.63,73.10
-5.40,-0.77,83.98,73.22
-5.35,-0.72,85.05,73.33
-5.35,-0.80,82.25,73.44
-5.38,-0.78,81.84,73.56
-5.27,-0.70,83.32,73.77
-5.38,-0.75,82.54,73.88
-5.37,-0.72,83.39,74.00
-5.36,-0.75,80.48,74.11
-5.37,-0.67,82.08,74.22
-5.37,-0.67,82.99,74.34
-5.32,-0.80,81.08,74.45
-5.35,-0.72,83.39,74.57
-5.41,-0.74,82.36,74.68
-5.36,-0.73,82.83,74.79
-5.33,-0.68,80.63,74.99
-5.31,-0.74,82.31,75.11
-5.33,-0.74,84.18,75.22
-5.37,-0.75,82.08,75.33
-5.40,-0.67,79.97,75.45
-5.37,-0.71,79.53,75.56
-5.32,-0.72,81.39,75.68
-5.36,-0.70,84.18,75.79
-5.32,-0.71,82.32,75.90
-5.36,-0.66,81.41,76.02
-5.36,-0.72,81.80,76.21
-5.38,-0.73,80.75,76.33
-5.28,-0.73,81.25,76.44
-5.31,-0.67,82.44,76.56
-5.38,-0.72,81.55,76.67
-5.35,-0.70,80.60,76.78
-5.37,-0.72,80.99,76.90
-5.32,-0.68,80.11,77.01
-5.45,-0.71,81.95,77.12
-5.31,-0.69,82.76,77.24
-5.38,-0.71,80.76,77.45
-5.34,-0.75,82.41,77.57
-5.34,-0.79,83.01,77.68
-5.34,-0.70,81.42,77.79
-5.39,-0.72,80.67,77.91
-5.38,-0.72,76.36,78.02
-5.34,-0.69,77.71,78.14
-5.36,-0.77,78.30,78.25
-5.38,-0.69,80.51,78.36
-5.35,-0.67,81.77,78.48
-5.37,-0.72,80.53,78.67
-5.42,-0.71,82.25,78.79
-5.33,-0.75,84.01,78.90
-5.38,-0.75,82.05,79.01
-5.36,-0.72,84.04,79.13
-5.38,-0.72,83.09,79.24
-5.45,-0.70,80.74,79.36
-5.37,-0.72,82.28,79.47
-5.33,-0.75,79.87,79.58
-5.30,-0.66,79.70,79.70
-5.43,-0.77,81.22,79.91
-5.37,-0.70,80.71,80.03
-5.37,-0.74,81.14,80.14
-5.44,-0.71,80.43,80.25
-5.35,-0.75,83.00,80.37
-5.39,-0.74,83.42,80.48
-5.30,-0.79,84.50,80.60
-5.29,-0.75,82.27,80.71
-5.35,-0.69,81.23,80.82
-5.36,-0.71,82.50,80.94
-5.37,-0.72,82.95,81.13
-5.35,-0.74,78.15,81.25
-5.29,-0.70,80.72,81.36
-5.41,-0.82,81.92,81.47
-5.39,-0.72,83.74,81.59
-5.37,-0.66,83.84,81.70
-5.35,-0.75,82.35,81.82
-5.36,-0.75,83.98,81.93
-5.34,-0.73,81.82,82.04
-5.38,-0.74,82.65,82.16
-5.41,-0.75,83.57,82.37
-5.39,-0.74,81.70,82.49
-5.38,-0.67,82.52,82.60
-5.41,-0.66,83.17,82.71
-5.33,-0.74,83.54,82.83
-5.38,-0.78,81.39,82.94
-5.39,-0.70,82.45,83.06
-5.40,-0.75,79.97,83.17
-5.42,-0.76,81.86,83.28
-5.33,-0.76,82.71,83.40
-5.45,-0.79,80.64,83.59
-5.34,-0.68,82.37,83.71
-5.36,-0.70,81.06,83.82
-5.44,-0.72,84.50,83.93
-5.38,-0.70,81.93,84.05
-5.35,-0.71,82.98,84.16
-5.33,-0.80,83.50,84.28
-5.37,-0.72,82.19,84.39
-5.40,-0.68,82.15,84.50
-5.35,-0.72,80.38,84.62
-5.35,-0.76,81.20,84.83
-5.38,-0.76,81.52,84.94
-5.40,-0.70,83.80,85.06
-5.37,-0.74,84.74,85.17
-5.34,-0.72,84.36,85.29
-5.39,-0.77,83.39,85.40
-5.37,-0.73,82.71,85.51
-5.38,-0.71,83.03,85.63
-5.37,-0.72,81.14,85.74
-5.34,-0.75,82.53,85.86
-5.37,-0.70,84.97,86.05
-5.42,-0.70,82.44,86.17
-5.34,-0.78,79.45,86.28
-5.41,-0.72,80.61,86.39
-5.37,-0.77,82.01,86.51
-5.37,-0.76,80.92,86.62
-5.40,-0.68,82.93,86.74
-5.34,-0.76,81.61,86.85
-5.37,-0.69,79.80,86.96
-5.34,-0.71,79.49,87.08
-5.39,-0.70,80.49,87.29
-5.37,-0.67,78.19,87.40
-5.42,-0.75,79.75,87.52
-5.30,-0.72,79.42,87.63
-5.35,-0.72,80.58,87.75
-5.26,-0.74,81.46,87.86
-5.36,-0.75,80.38,87.97
-5.36,-0.74,76.13,88.09
-5.29,-0.77,76.78,88.20
-5.35,-0.65,79.82,88.32
-5.36,-0.74,79.66,88.51
-5.37,-0.67,79.63,88.63
-5.35,-0.67,81.76,88.74
-5.32,-0.70,83.71,88.86
-5.39,-0.72,78.30,88.97
-5.36,-0.68,80.69,89.08
-5.42,-0.71,82.27,89.20
-5.35,-0.74,80.90,89.31
-5.41,-0.79,82.39,89.43
-5.36,-0.76,82.27,89.54
-5.36,-0.75,83.52,89.75
-5.35,-0.74,83.94,89.86
-5.34,-0.73,80.51,89.98
-5.32,-0.75,82.88,90.09
-5.40,-0.79,81.24,90.21
-5.36,-0.70,83.39,90.32
-5.32,-0.72,82.92,90.43
-5.29,-0.66,80.42,90.55
-5.34,-0.70,78.35,90.66
-5.39,-0.76,79.34,90.78
-5.34,-0.74,81.79,90.97
-5.35,-0.78,82.70,91.09
-5.36,-0.74,81.39,91.20
-5.36,-0.75,77.88,91.32
-5.39,-0.70,78.18,91.43
-5.41,-0.78,78.51,91.54
-5.34,-0.75,79.94,91.66
-5.37,-0.71,81.45,91.77
-5.36,-0.74,80.37,91.89
-5.35,-0.74,80.07,92.00
-5.34,-0.72,79.24,92.21
-5.38,-0.73,79.59,92.32
-5.33,-0.77,81.67,92.44
-5.41,-0.74,80.73,92.55
-5.36,-0.71,81.07,92.67
-5.40,-0.73,81.39,92.78
-5.39,-0.67,81.58,92.89
-5.39,-0.68,83.76,93.01
-5.39,-0.83,82.27,93.12
-5.35,-0.71,83.09,93.24
-5.41,-0.75,81.64,93.43
-5.34,-0.72,80.30,93.55
-5.34,-0.77,80.35,93.66
-5.38,-0.79,80.89,93.78
-5.40,-0.75,81.07,93.89
-5.38,-0.67,81.51,94.00
-5.40,-0.77,82.59,94.12
-5.34,-0.75,84.25,94.23
-5.34,-0.77,84.08,94.35
-5.42,-0.70,84.20,94.46
-5.35,-0.72,81.62,94.67
-5.40,-0.72,80.29,94.78
-5.36,-0.74,80.12,94.90
-5.32,-0.67,81.49,95.01
