Roll (x), Pitch (Y), Yaw (Z), Time (s)
-1.20,-7.11,3.49,10.69
-1.22,-7.50,3.51,10.79
-1.03,-7.47,3.77,11.09
-1.32,-7.30,3.66,11.19
-1.25,-7.04,3.61,11.30
-1.26,-6.91,3.57,11.40
-1.27,-7.27,3.53,11.51
-1.22,-7.59,3.49,11.61
-1.34,-7.43,3.46,11.72
-1.22,-7.09,3.44,11.82
-1.50,-6.90,3.45,11.92
-1.21,-7.01,3.44,12.03
-1.27,-7.15,3.64,12.34
-1.04,-7.43,3.53,12.44
-1.44,-7.61,3.46,12.55
-1.35,-7.58,3.41,12.65
-1.28,-7.32,3.38,12.76
-1.35,-7.02,3.38,12.86
-1.34,-7.11,3.41,12.97
-1.21,-7.52,3.43,13.07
-1.08,-7.64,3.44,13.17
-1.15,-7.52,3.44,13.28
-1.06,-7.33,3.68,13.59
-1.35,-7.14,3.55,13.69
-1.32,-7.25,3.46,13.79
-1.53,-7.14,3.42,13.90
-1.23,-7.44,3.38,14.00
-1.24,-7.78,3.41,14.11
-1.29,-7.25,3.41,14.21
-1.27,-7.04,3.41,14.31
-1.30,-6.91,3.42,14.42
-1.36,-7.12,3.45,14.52
-1.23,-7.10,3.74,14.84
-1.26,-7.33,3.59,14.94
-1.20,-7.51,3.52,15.04
-1.17,-7.48,3.48,15.15
-1.11,-7.38,3.49,15.25
-1.24,-7.08,3.47,15.36
-1.39,-6.96,3.45,15.46
-1.25,-7.57,3.44,15.56
-1.27,-7.62,3.43,15.67
-1.35,-7.67,3.45,15.77
-1.30,-6.97,3.71,16.07
-1.46,-7.01,3.59,16.17
-1.35,-7.20,3.52,16.28
-1.28,-7.51,3.51,16.38
-1.10,-7.47,3.49,16.49
-1.34,-7.23,3.49,16.59
-1.44,-6.92,3.49,16.69
-1.26,-7.03,3.50,16.80
-1.32,-6.99,3.53,16.90
-1.32,-7.45,3.48,17.01
-1.25,-7.78,3.71,17.32
-1.25,-7.59,3.60,17.42
-1.37,-7.11,3.53,17.53
-1.39,-7.01,3.51,17.63
-1.28,-7.55,3.50,17.74
-1.12,-7.61,3.47,17.84
-1.20,-7.75,3.48,17.94
-1.21,-7.42,3.46,18.05
-1.27,-7.24,3.45,18.15
-1.43,-7.04,3.46,18.26
-1.15,-7.58,3.69,18.56
-0.97,-7.50,3.62,18.66
-1.24,-7.52,3.56,18.77
-1.43,-7.20,3.54,18.87
-1.38,-7.41,3.49,18.98
-1.16,-7.44,3.47,19.08
-1.11,-7.61,3.49,19.18
-1.32,-7.26,3.48,19.29
-1.05,-7.19,3.49,19.39
-1.24,-7.09,3.46,19.50
-1.33,-7.12,3.68,19.81
-1.23,-6.91,3.61,19.91
-1.29,-6.91,3.56,20.02
-1.35,-7.27,3.51,20.12
-1.25,-7.34,3.46,20.23
-1.31,-7.52,3.46,20.33
-1.24,-7.43,3.47,20.43
-1.39,-7.04,3.48,20.54
-1.44,-7.07,3.49,20.64
-1.45,-7.04,3.51,20.75
-0.77,-7.37,3.71,21.05
-1.10,-7.23,3.62,21.15
-0.99,-7.03,3.55,21.26
-1.09,-7.10,3.51,21.36
-0.88,-7.30,3.49,21.46
-1.36,-7.44,3.48,21.57
-1.31,-7.56,3.47,21.67
-1.34,-7.39,3.46,21.78
-1.29,-6.95,3.46,21.88
-1.28,-7.06,3.46,21.98
-1.36,-7.24,3.62,22.29
-1.38,-7.44,3.55,22.39
-1.03,-7.61,3.50,22.50
-1.08,-7.40,3.47,22.60
-1.43,-6.81,3.45,22.70
-1.30,-7.01,3.44,22.81
-1.24,-7.10,3.41,22.91
-1.31,-7.33,3.44,23.02
-1.20,-7.40,3.45,23.12
-1.17,-7.68,3.46,23.22
-1.31,-7.03,3.65,23.53
-1.31,-7.12,3.56,23.64
-1.27,-7.27,3.49,23.74
-1.31,-7.32,3.49,23.84
-1.35,-7.21,3.49,23.95
-1.14,-6.96,3.48,24.05
-1.28,-6.83,3.45,24.16
-1.34,-7.18,3.44,24.26
-1.27,-7.32,3.44,24.36
-1.49,-7.52,3.45,24.47
-0.98,-6.89,3.61,24.77
-1.40,-6.81,3.51,24.88
-1.25,-6.87,3.45,24.98
-1.19,-7.15,3.41,25.08
-1.31,-7.46,3.40,25.19
-1.33,-7.43,3.38,25.29
-1.31,-7.16,3.37,25.40
-1.29,-6.82,3.37,25.50
-1.55,-6.83,3.40,25.60
-1.42,-7.23,3.44,25.71
-1.52,-7.11,3.65,26.02
-1.40,-7.58,3.57,26.13
-1.38,-7.71,3.54,26.23
-1.04,-7.68,3.48,26.33
-1.08,-7.44,3.42,26.44
-1.50,-6.98,3.41,26.54
-1.54,-7.11,3.42,26.65
-1.15,-7.48,3.39,26.75
-1.26,-7.85,3.40,26.85
-1.18,-7.51,3.40,26.96
-1.40,-6.77,3.65,27.26
-1.45,-7.05,3.53,27.36
-1.14,-7.30,3.44,27.47
-1.16,-7.31,3.41,27.57
-1.14,-7.52,3.42,27.68
-1.17,-7.56,3.41,27.78
-1.32,-7.24,3.41,27.89
-1.36,-7.27,3.44,27.99
-1.25,-7.57,3.49,28.09
-1.12,-7.58,3.50,28.20
-1.19,-7.61,3.70,28.50
-1.32,-7.46,3.56,28.61
-1.30,-7.35,3.52,28.71
-1.30,-7.18,3.50,28.81
-1.11,-7.19,3.48,28.92
-1.32,-7.31,3.45,29.02
-1.15,-7.52,3.47,29.13
-1.17,-7.69,3.47,29.23
-1.34,-7.56,3.48,29.33
-1.32,-7.24,3.49,29.44
-1.50,-7.03,3.68,29.75
-1.26,-7.08,3.58,29.85
-1.27,-7.37,3.51,29.95
-1.19,-7.56,3.48,30.06
-1.04,-7.48,3.43,30.16
-0.78,-7.32,3.46,30.27
-1.17,-6.98,3.47,30.37
-1.10,-6.99,3.49,30.47
-1.10,-7.37,3.44,30.58
-1.11,-7.62,3.47,30.68
-1.24,-6.93,3.77,31.00
-1.14,-7.64,3.64,31.10
-1.37,-7.66,3.54,31.20
-1.36,-7.52,3.46,31.31
-1.12,-7.26,3.46,31.41
-1.35,-7.17,3.49,31.52
-1.25,-6.97,3.49,31.62
-1.62,-7.25,3.49,31.72
-1.29,-7.51,3.53,31.83
-1.12,-7.49,3.57,31.93
-1.27,-7.22,3.75,32.24
-1.50,-7.44,3.63,32.34
-1.16,-7.63,3.58,32.44
-1.08,-7.50,3.50,32.55
-1.20,-7.39,3.51,32.65
-1.21,-7.45,3.49,32.76
-1.15,-7.19,3.48,32.86
-1.40,-6.82,3.51,32.96
-1.22,-6.99,3.51,33.07
-1.17,-7.32,3.54,33.17
-1.28,-7.05,3.80,33.49
-1.05,-7.46,3.66,33.59
-1.19,-7.44,3.59,33.69
-1.20,-7.69,3.52,33.80
-1.26,-7.31,3.51,33.90
-1.33,-7.32,3.51,34.01
-1.29,-7.15,3.49,34.11
-1.34,-7.31,3.46,34.21
-1.16,-7.55,3.44,34.32
-1.23,-7.47,3.43,34.42
-1.06,-7.23,3.71,34.72
-0.97,-7.47,3.59,34.82
-1.10,-7.54,3.51,34.92
-1.26,-7.43,3.47,35.03
-1.51,-7.15,3.46,35.13
-1.55,-6.96,3.45,35.24
-1.26,-7.05,3.49,35.34
-1.11,-7.39,3.49,35.44
-1.20,-7.57,3.49,35.55
-1.16,-7.59,3.50,35.65
-1.11,-6.83,3.75,35.96
-1.31,-6.80,3.63,36.06
-1.29,-7.20,3.56,36.17
-1.34,-7.57,3.53,36.27
-1.30,-7.54,3.52,36.38
-1.13,-7.69,3.52,36.48
-1.26,-7.22,3.52,36.58
-1.33,-7.11,3.53,36.69
-1.52,-7.13,3.53,36.79
-1.38,-7.11,3.50,36.90
-1.03,-6.92,3.70,37.21
-1.07,-7.19,3.60,37.31
-1.25,-7.60,3.54,37.42
-1.32,-7.67,3.49,37.52
-1.24,-7.56,3.47,37.63
-1.28,-7.36,3.44,37.73
-1.34,-7.06,3.43,37.83
-1.14,-7.04,3.43,37.94
-1.12,-7.22,3.47,38.04
-1.24,-7.54,3.49,38.14
-1.14,-7.25,3.69,38.46
-1.16,-7.12,3.58,38.56
-1.28,-6.87,3.53,38.67
-1.29,-7.14,3.46,38.77
-1.32,-7.29,3.44,38.87
-1.37,-7.69,3.47,38.98
-1.12,-7.54,3.44,39.08
-1.38,-7.35,3.44,39.18
-1.56,-7.22,3.44,39.29
-1.43,-6.96,3.44,39.39
-1.13,-6.76,3.66,39.71
-1.45,-6.88,3.57,39.81
-1.32,-7.47,3.48,39.92
-1.38,-7.57,3.43,40.02
-1.06,-7.49,3.40,40.12
-1.23,-7.38,3.41,40.23
-1.46,-7.15,3.44,40.33
-1.32,-7.02,3.44,40.44
-1.18,-7.16,3.45,40.54
-1.03,-7.45,3.46,40.64
-1.03,-7.24,3.64,40.94
-1.27,-7.12,3.56,41.04
-1.31,-7.13,3.50,41.14
-1.34,-7.58,3.47,41.25
-1.03,-7.55,3.46,41.35
-1.18,-7.62,3.46,41.46
-1.09,-7.27,3.47,41.56
-1.33,-6.94,3.48,41.67
-1.42,-6.97,3.49,41.77
-1.38,-7.24,3.48,41.87
-1.06,-7.12,3.66,42.19
-1.34,-7.00,3.58,42.30
-1.42,-7.22,3.49,42.40
-1.38,-7.16,3.44,42.50
-1.22,-7.17,3.43,42.61
-1.07,-7.63,3.41,42.71
-1.09,-7.24,3.40,42.82
-1.34,-7.09,3.41,42.92
-1.41,-7.01,3.44,43.02
-1.29,-7.09,3.44,43.13
-1.04,-7.70,3.71,43.43
-1.14,-7.42,3.61,43.53
-1.30,-7.35,3.54,43.64
-1.35,-7.05,3.49,43.74
-1.52,-7.08,3.47,43.85
-1.37,-6.98,3.48,43.95
-0.98,-7.44,3.50,44.06
-1.18,-7.77,3.49,44.16
-1.40,-7.52,3.48,44.26
-1.36,-7.33,3.47,44.37
-1.06,-7.54,3.73,44.68
-1.12,-7.77,3.61,44.79
-1.10,-7.61,3.58,44.89
-1.44,-7.01,3.54,44.99
-1.49,-7.02,3.51,45.10
-1.35,-7.31,3.47,45.20
-1.28,-7.52,3.43,45.31
-1.00,-7.37,3.43,45.41
-1.16,-7.45,3.43,45.51
-1.25,-7.24,3.49,45.62
-0.93,-7.14,3.65,45.92
-1.42,-6.93,3.56,46.03
-1.28,-7.18,3.49,46.13
-1.40,-7.52,3.42,46.24
-1.19,-7.77,3.43,46.34
-1.23,-7.56,3.44,46.45
-1.29,-7.03,3.43,46.55
-1.32,-6.94,3.43,46.65
-1.46,-7.05,3.47,46.76
-1.52,-7.33,3.47,46.86
-1.20,-7.23,3.69,47.17
-1.43,-6.77,3.63,47.27
-1.48,-7.33,3.56,47.38
-1.24,-7.46,3.50,47.48
-1.31,-7.55,3.51,47.58
-1.32,-7.40,3.49,47.69
-1.31,-7.38,3.47,47.79
-1.41,-7.21,3.43,47.90
-1.31,-6.72,3.44,48.00
-1.26,-6.94,3.45,48.10
-1.00,-6.92,3.73,48.42
-1.31,-6.97,3.60,48.52
-1.23,-7.24,3.50,48.63
-1.29,-7.32,3.50,48.73
-1.23,-7.60,3.47,48.83
-1.44,-7.32,3.45,48.94
-1.27,-7.22,3.46,49.04
-1.23,-6.70,3.47,49.15
-1.37,-6.98,3.45,49.25
-1.33,-7.36,3.48,49.35
-1.02,-7.34,3.69,49.66
-1.19,-7.56,3.61,49.76
-1.36,-7.26,3.55,49.87
-1.29,-6.93,3.48,49.97
-1.43,-7.10,3.47,50.07
-1.36,-7.30,3.50,50.18
-1.24,-7.52,3.49,50.28
-1.00,-7.48,3.45,50.38
-1.24,-7.28,3.48,50.49
-1.25,-7.22,3.49,50.59
-1.02,-7.32,3.72,50.91
-1.19,-7.48,3.58,51.01
-1.19,-7.16,3.53,51.12
-1.32,-6.97,3.50,51.22
-1.32,-6.90,3.48,51.32
-1.33,-7.22,3.47,51.43
-1.26,-7.25,3.47,51.53
-1.26,-7.33,3.48,51.63
-1.24,-7.42,3.49,51.74
-1.25,-7.31,3.48,51.84
-1.21,-7.49,3.68,52.14
-1.49,-7.14,3.59,52.25
-1.45,-6.92,3.51,52.35
-1.38,-7.16,3.46,52.46
-1.24,-7.62,3.42,52.56
-1.03,-7.64,3.40,52.66
-0.91,-7.57,3.40,52.77
-1.15,-7.48,3.40,52.87
-1.21,-7.41,3.44,52.97
-0.97,-7.07,3.46,53.08
-0.94,-7.47,3.71,53.40
-1.30,-7.12,3.59,53.50
-1.05,-7.36,3.53,53.61
-1.20,-7.16,3.47,53.71
-1.36,-6.96,3.45,53.81
-1.22,-7.04,3.47,53.92
-1.40,-7.02,3.45,54.02
-1.26,-7.37,3.44,54.13
-1.06,-7.31,3.46,54.23
-1.08,-7.52,3.44,54.33
-1.17,-6.98,3.67,54.64
-1.11,-7.19,3.56,54.74
-1.09,-7.55,3.50,54.85
-1.19,-7.47,3.46,54.95
-1.05,-7.82,3.46,55.05
-1.23,-7.66,3.44,55.16
-1.21,-7.48,3.44,55.26
-1.24,-7.12,3.44,55.37
-1.39,-7.26,3.43,55.47
-1.38,-7.37,3.42,55.57
-1.19,-7.20,3.62,55.89
-1.34,-6.94,3.54,55.99
-1.32,-7.36,3.46,56.10
-1.43,-7.67,3.38,56.20
-1.12,-7.60,3.40,56.30
-1.09,-7.65,3.42,56.41
-1.18,-7.50,3.42,56.51
-1.23,-6.90,3.46,56.62
-1.17,-7.03,3.49,56.72
-1.25,-7.02,3.49,56.82
-1.23,-7.57,3.75,57.13
-1.12,-7.68,3.65,57.23
-1.23,-7.58,3.58,57.33
-1.49,-6.99,3.55,57.44
-1.12,-7.30,3.51,57.54
-1.38,-7.00,3.49,57.65
-1.44,-7.24,3.49,57.75
-1.44,-7.45,3.51,57.85
-1.20,-7.59,3.53,57.96
-1.27,-7.73,3.54,58.06
-1.21,-7.39,3.79,58.38
-1.19,-7.38,3.63,58.48
-1.42,-7.19,3.54,58.59
-1.59,-7.31,3.50,58.69
-1.26,-7.46,3.47,58.80
-1.10,-7.70,3.46,58.90
-1.32,-7.61,3.47,59.00
-1.23,-7.55,3.48,59.11
-1.23,-7.42,3.47,59.21
-1.15,-7.48,3.48,59.31
-1.35,-6.80,3.71,59.62
-1.25,-7.04,3.59,59.72
-1.09,-7.22,3.52,59.83
-1.16,-7.51,3.48,59.93
-1.13,-7.51,3.47,60.03
-1.28,-7.24,3.46,60.14
-1.26,-6.92,3.45,60.24
-1.60,-7.10,3.44,60.35
-1.58,-6.93,3.41,60.45
-1.33,-7.17,3.41,60.55
-1.02,-7.58,3.67,60.86
-1.19,-7.27,3.55,60.96
-1.30,-7.35,3.51,61.06
-1.44,-7.02,3.50,61.17
-1.39,-7.29,3.49,61.27
-1.39,-7.65,3.47,61.38
-1.34,-7.53,3.47,61.48
-1.30,-7.62,3.47,61.58
-1.21,-7.72,3.48,61.69
-1.15,-7.40,3.50,61.79
-1.40,-7.57,3.73,62.11
-1.06,-7.47,3.62,62.21
-0.81,-7.41,3.58,62.32
-1.08,-7.38,3.51,62.42
-1.29,-7.06,3.47,62.52
-1.33,-7.05,3.44,62.63
-1.25,-7.35,3.42,62.73
-1.20,-7.49,3.45,62.84
-1.23,-7.71,3.43,62.94
-1.35,-7.70,3.48,63.04
-1.01,-7.36,3.72,63.34
-1.05,-7.28,3.63,63.45
-1.26,-7.20,3.56,63.55
-1.18,-7.15,3.52,63.65
-1.31,-7.16,3.50,63.76
-1.16,-7.38,3.49,63.86
-1.42,-7.66,3.49,63.97
-1.33,-7.80,3.49,64.07
-1.20,-7.84,3.49,64.18
-1.30,-7.49,3.51,64.28
-1.04,-7.62,3.75,64.59
-1.15,-7.48,3.66,64.70
-1.30,-7.18,3.62,64.80
-1.24,-7.16,3.56,64.90
-1.13,-7.19,3.52,65.01
-1.05,-7.44,3.49,65.11
-1.05,-7.38,3.47,65.22
-1.25,-7.64,3.50,65.32
-1.09,-7.70,3.51,65.42
-1.20,-7.49,3.53,65.53
-0.90,-6.97,3.79,65.83
-1.15,-7.02,3.69,65.93
-1.12,-7.46,3.60,66.04
-1.03,-7.38,3.56,66.14
-1.08,-7.49,3.52,66.25
-1.06,-7.54,3.55,66.35
-1.34,-7.22,3.53,66.46
-1.28,-7.17,3.56,66.56
-1.26,-7.04,3.59,66.66
-1.14,-6.95,3.60,66.77
-1.10,-7.02,3.80,67.08
-1.18,-6.95,3.69,67.19
-1.28,-6.88,3.58,67.29
-1.43,-6.84,3.58,67.39
-1.33,-7.09,3.54,67.50
-1.25,-7.27,3.52,67.60
-1.25,-7.46,3.52,67.71
-1.16,-7.77,3.49,67.81
-1.30,-7.41,3.47,67.91
-1.23,-7.14,3.48,68.02
-1.18,-7.27,3.75,68.32
-1.51,-7.36,3.66,68.43
-1.30,-7.27,3.57,68.53
-1.27,-7.43,3.54,68.63
-1.38,-7.63,3.52,68.74
-1.20,-7.63,3.48,68.84
-1.08,-7.39,3.47,68.94
-1.04,-7.36,3.47,69.05
-1.15,-7.13,3.48,69.15
-1.18,-7.06,3.48,69.26
-1.04,-6.83,3.66,69.58
-1.31,-6.95,3.53,69.69
-1.23,-7.05,3.48,69.79
-1.34,-7.33,3.45,69.89
-1.45,-7.39,3.39,70.00
-1.30,-7.49,3.38,70.10
-1.04,-7.44,3.36,70.21
-1.11,-7.51,3.38,70.31
-1.35,-7.26,3.39,70.42
-1.14,-7.20,3.42,70.52
-1.43,-6.87,3.66,70.82
-1.43,-7.07,3.57,70.93
-1.25,-7.40,3.47,71.03
-1.08,-7.47,3.40,71.13
-1.12,-7.49,3.38,71.24
-1.19,-7.42,3.37,71.34
-1.51,-7.50,3.39,71.45
-1.22,-7.19,3.38,71.55
-1.48,-7.09,3.42,71.65
-1.48,-6.99,3.44,71.76
-0.69,-7.47,3.70,72.06
-1.00,-7.44,3.60,72.17
-1.12,-7.58,3.52,72.27
-1.16,-7.28,3.49,72.37
-1.22,-7.05,3.44,72.48
-1.36,-7.23,3.44,72.58
-1.32,-7.09,3.46,72.69
-1.37,-7.00,3.44,72.79
-1.56,-7.19,3.45,72.89
-1.36,-7.22,3.45,73.00
-1.34,-6.80,3.65,73.31
-1.31,-6.97,3.57,73.42
-1.32,-7.22,3.50,73.52
-1.54,-7.36,3.45,73.62
-1.40,-7.60,3.42,73.73
-1.19,-7.74,3.42,73.83
-1.36,-7.24,3.45,73.94
-1.30,-7.25,3.48,74.04
-1.33,-7.22,3.48,74.14
-1.35,-7.00,3.48,74.25
-1.25,-6.89,3.74,74.55
-1.12,-7.22,3.67,74.65
-1.05,-7.51,3.61,74.76
-1.14,-7.49,3.57,74.86
-1.33,-7.40,3.53,74.97
-1.27,-7.43,3.53,75.07
-1.18,-7.24,3.49,75.18
-1.27,-7.18,3.45,75.28
-1.10,-6.96,3.46,75.38
-1.29,-6.98,3.46,75.49
-1.02,-7.22,3.76,75.80
-0.95,-7.58,3.67,75.91
-1.02,-7.43,3.60,76.01
-1.22,-7.39,3.56,76.12
-1.54,-7.45,3.54,76.22
-1.11,-7.59,3.50,76.32
-1.08,-7.28,3.48,76.43
-1.26,-6.90,3.50,76.53
-1.35,-6.89,3.50,76.64
-1.59,-7.06,3.48,76.74
-1.05,-7.51,3.69,77.04
-1.16,-7.39,3.61,77.15
-1.23,-7.76,3.57,77.25
-1.27,-7.72,3.53,77.36
-1.35,-7.65,3.49,77.46
-1.33,-7.48,3.47,77.56
-1.37,-7.49,3.47,77.67
-1.40,-7.02,3.50,77.77
-1.39,-7.08,3.52,77.87
-1.43,-6.88,3.50,77.98
-0.79,-7.43,3.80,78.30
-1.02,-7.65,3.67,78.40
-1.17,-7.47,3.60,78.51
-1.34,-7.07,3.51,78.61
-1.30,-6.95,3.49,78.71
-1.48,-7.06,3.51,78.82
-1.21,-7.35,3.51,78.92
-1.30,-7.56,3.53,79.03
-1.25,-7.62,3.52,79.13
-1.10,-7.74,3.53,79.23
-1.04,-7.51,3.73,79.54
-1.08,-7.42,3.61,79.64
-1.12,-7.35,3.54,79.75
-1.35,-7.04,3.53,79.85
-1.44,-7.11,3.51,79.95
-1.39,-7.24,3.51,80.06
-1.19,-7.55,3.51,80.16
-1.22,-7.67,3.50,80.26
-1.08,-7.67,3.49,80.37
-1.06,-7.50,3.50,80.47
-1.08,-7.60,3.76,80.78
-1.40,-7.42,3.64,80.88
-1.07,-7.37,3.58,80.99
-1.17,-7.19,3.53,81.09
-1.11,-7.14,3.48,81.19
-1.13,-7.02,3.47,81.30
-1.13,-7.32,3.42,81.40
-1.28,-7.42,3.48,81.50
-1.12,-7.55,3.50,81.61
-1.06,-7.44,3.50,81.71
-0.91,-7.48,3.71,82.02
-1.08,-7.60,3.61,82.13
-1.35,-7.24,3.54,82.23
-1.30,-7.28,3.53,82.33
-1.02,-7.42,3.53,82.44
-1.07,-6.92,3.51,82.54
-1.10,-7.23,3.51,82.64
-1.34,-7.20,3.50,82.75
-1.29,-7.52,3.48,82.85
-0.99,-7.71,3.47,82.96
-1.12,-7.06,3.73,83.27
-1.14,-7.11,3.63,83.38
-1.38,-7.33,3.57,83.48
-1.30,-7.61,3.52,83.58
-1.32,-7.53,3.51,83.69
-1.21,-7.36,3.47,83.79
-0.94,-7.64,3.46,83.89
-1.12,-7.79,3.45,84.00
-1.28,-7.52,3.45,84.10
-1.37,-7.28,3.49,84.21
-1.09,-6.96,3.76,84.51
-1.20,-6.97,3.65,84.61
-1.18,-6.95,3.60,84.72
-1.17,-7.42,3.57,84.82
-1.19,-7.37,3.55,84.93
-1.11,-7.45,3.51,85.03
-1.17,-7.35,3.48,85.13
-1.17,-7.13,3.47,85.24
-1.40,-7.11,3.45,85.34
-1.20,-7.29,3.44,85.45
-1.22,-7.35,3.67,85.75
-1.10,-6.91,3.56,85.85
-1.30,-7.14,3.54,85.96
-1.37,-7.42,3.55,86.06
-1.31,-7.42,3.53,86.17
-1.20,-7.60,3.53,86.27
-1.13,-7.39,3.56,86.37
-1.12,-7.29,3.57,86.48
-1.19,-7.33,3.60,86.58
-1.31,-7.13,3.63,86.69
-1.15,-7.33,3.85,87.01
-1.01,-7.45,3.73,87.11
-1.16,-7.51,3.65,87.21
-1.04,-7.46,3.54,87.32
-0.95,-7.26,3.50,87.42
-0.87,-7.33,3.47,87.53
-1.31,-7.14,3.44,87.63
-1.40,-6.94,3.43,87.73
-1.42,-7.13,3.45,87.84
-1.41,-7.14,3.44,87.94
-1.04,-7.23,3.62,88.25
-1.24,-7.39,3.55,88.35
-1.20,-7.68,3.49,88.45
-1.03,-7.68,3.44,88.56
-1.17,-7.59,3.41,88.66
-1.13,-7.37,3.40,88.76
-1.21,-7.21,3.44,88.87
-1.30,-7.27,3.46,88.97
-1.30,-7.29,3.49,89.08
-1.27,-7.01,3.51,89.18
-1.19,-7.47,3.79,89.50
-1.30,-7.31,3.68,89.60
-1.38,-7.16,3.59,89.70
-1.49,-7.05,3.50,89.81
-1.59,-7.22,3.50,89.91
-1.39,-7.08,3.48,90.01
-1.30,-7.36,3.50,90.12
-1.30,-7.60,3.50,90.22
-1.25,-7.68,3.50,90.33
-1.35,-7.55,3.48,90.43
-1.33,-7.43,3.78,90.74
-1.30,-7.29,3.65,90.84
-1.22,-7.02,3.56,90.94
-1.18,-7.17,3.53,91.05
-1.27,-7.07,3.51,91.15
-1.33,-6.89,3.48,91.25
-1.31,-7.26,3.46,91.36
-1.12,-7.60,3.47,91.46
-1.23,-7.62,3.47,91.57
-1.27,-7.75,3.49,91.67
-1.53,-7.23,3.73,91.99
-1.31,-7.18,3.62,92.09
-1.49,-6.88,3.52,92.20
-1.29,-7.04,3.48,92.30
-1.25,-7.34,3.45,92.41
-1.38,-7.19,3.43,92.51
-1.49,-7.53,3.44,92.61
-1.10,-7.63,3.45,92.72
-1.03,-7.78,3.43,92.82
-0.92,-7.68,3.45,92.93
-0.88,-7.31,3.71,93.23
-1.31,-7.26,3.58,93.33
-1.34,-7.16,3.54,93.44
-1.51,-6.72,3.52,93.54
-1.48,-6.84,3.51,93.64
-1.34,-7.16,3.50,93.75
-1.28,-7.43,3.48,93.85
-1.24,-7.39,3.48,93.96
-1.19,-7.60,3.54,94.06
-1.21,-7.56,3.58,94.17
-1.32,-7.39,3.70,94.48
-1.52,-7.29,3.59,94.58
-1.29,-7.34,3.55,94.69
-1.03,-7.41,3.52,94.79
-1.02,-7.52,3.51,94.89
-1.12,-7.74,3.49,95.00
-1.10,-7.78,3.44,95.10
-1.29,-7.63,3.43,95.21
-1.15,-7.21,3.44,95.31
-1.27,-7.16,3.45,95.42
-1.24,-7.33,3.63,95.72
-1.41,-7.09,3.55,95.82
-1.39,-7.13,3.52,95.93
-1.38,-7.25,3.47,96.03
