Roll (x), Pitch (Y), Yaw (Z), Time (s)
1.78,-3.48,6.45,13.21
5.91,19.92,10.19,13.31
10.23,0.40,7.35,13.42
3.80,11.34,13.76,13.52
11.07,10.01,5.69,13.63
7.71,-6.50,6.33,13.73
6.19,20.91,4.63,13.83
3.30,-5.56,2.18,13.94
3.93,9.81,5.01,14.04
3.87,2.54,0.87,14.15
9.67,-8.69,-3.12,14.41
11.86,-19.96,1.65,14.52
7.07,8.62,-2.05,14.62
10.51,-1.41,-3.42,14.72
6.23,18.84,3.99,14.83
6.19,-5.36,-1.00,14.93
11.95,15.67,1.40,15.03
5.78,4.78,-2.76,15.14
4.19,-5.27,1.83,15.24
6.20,18.16,0.97,15.35
5.93,21.36,-1.71,15.62
6.20,6.39,-3.88,15.72
4.59,16.92,3.89,15.83
10.50,-0.14,-2.10,15.93
7.71,12.61,-0.12,16.03
11.23,4.79,-3.76,16.14
5.16,-7.61,0.07,16.24
7.79,17.46,-0.54,16.35
5.72,-6.92,-0.85,16.45
2.29,12.08,2.76,16.55
10.70,13.96,12.24,16.83
10.46,-2.49,9.29,16.93
7.19,10.95,11.22,17.03
13.10,9.68,3.76,17.14
4.60,-3.10,5.82,17.24
6.84,18.79,3.96,17.34
4.75,-8.56,2.42,17.45
10.76,7.21,6.01,17.55
9.46,0.25,0.05,17.66
7.28,5.03,3.04,17.76
0.49,-0.72,14.80,18.03
3.95,17.00,7.51,18.13
9.87,-12.45,7.49,18.24
4.25,24.53,8.47,18.34
6.54,-10.73,5.83,18.44
18.49,5.35,7.20,18.55
8.28,1.70,2.57,18.65
7.54,-5.63,7.82,18.75
6.84,14.27,6.71,18.86
6.02,-13.01,5.59,18.96
12.71,-10.98,-2.01,19.23
6.63,11.61,5.23,19.33
9.63,-4.75,0.70,19.44
7.05,16.98,2.01,19.54
3.50,6.42,-2.06,19.65
2.70,-3.50,0.36,19.75
7.55,19.25,-0.98,19.85
4.46,-4.93,-1.73,19.96
0.15,20.75,1.73,20.06
4.67,0.86,-1.74,20.17
6.77,3.67,-2.73,20.43
3.48,13.87,4.20,20.54
10.61,11.83,-2.47,20.64
4.88,-3.55,-0.36,20.75
6.62,20.70,-1.97,20.85
3.17,-9.55,-1.68,20.95
3.27,9.11,1.17,21.06
3.83,3.69,-4.86,21.16
4.52,3.59,0.76,21.27
4.21,14.95,0.22,21.37
4.45,27.54,-8.97,21.64
11.48,-10.32,-8.00,21.74
5.38,21.44,-3.74,21.85
8.39,-5.69,-6.70,21.95
22.82,6.78,-3.57,22.05
7.03,4.70,-5.78,22.16
4.71,-2.28,0.87,22.26
6.45,16.73,0.54,22.37
6.74,-10.25,-1.35,22.47
6.01,21.21,-2.42,22.57
0.76,34.08,2.99,22.85
2.71,-12.25,0.40,22.95
17.87,5.27,3.40,23.06
8.19,2.17,0.04,23.16
3.34,-1.74,6.40,23.26
6.05,16.69,5.22,23.37
8.19,-8.97,3.67,23.47
6.87,18.88,1.75,23.58
4.52,-0.62,-1.76,23.68
11.53,-23.52,-1.85,23.78
6.74,14.21,2.04,24.05
1.96,4.78,-2.59,24.16
2.78,-7.15,1.22,24.26
7.32,16.56,0.32,24.36
2.95,-7.86,-0.50,24.47
1.78,18.60,0.55,24.57
4.33,-1.95,-1.90,24.68
6.04,2.75,-2.00,24.78
4.29,15.03,-2.50,24.88
1.21,-3.48,1.64,24.99
7.47,-13.78,2.35,25.25
4.36,20.21,0.60,25.36
5.57,-7.63,-1.26,25.46
3.53,11.84,1.20,25.57
1.02,6.99,-3.47,25.67
2.64,5.63,2.25,25.77
5.01,16.90,0.92,25.88
5.88,-11.65,-0.54,25.98
9.76,11.97,1.33,26.09
11.59,-0.45,-1.51,26.19
8.05,-9.05,-8.48,26.46
18.58,-5.28,-4.22,26.56
7.10,-0.22,-6.26,26.67
2.84,-1.83,1.30,26.77
5.43,16.23,0.89,26.88
4.46,-9.26,-0.70,26.98
7.27,19.48,-2.32,27.08
6.66,-3.13,-4.31,27.19
10.00,-21.88,-3.31,27.29
11.68,5.88,-5.34,27.40
3.70,7.81,-11.44,27.67
4.62,-2.08,-2.88,27.77
5.88,17.17,-2.64,27.88
5.59,-12.10,-3.10,27.98
8.03,17.17,-4.32,28.09
6.73,-6.93,-5.75,28.19
10.73,-28.53,1.39,28.30
9.75,4.38,-1.17,28.40
8.47,5.26,-4.43,28.50
4.75,24.78,0.61,28.61
7.91,25.37,0.45,28.88
5.06,-6.02,-0.70,28.99
4.68,21.45,-2.77,29.09
5.97,-0.20,-5.59,29.19
10.18,-23.36,-4.61,29.30
8.34,5.98,-6.58,29.40
9.01,5.12,-9.01,29.50
3.82,25.57,-2.81,29.61
4.10,-2.08,-4.67,29.71
13.14,1.66,-1.20,29.82
7.92,23.97,-5.51,30.09
5.14,-0.59,-7.16,30.19
3.27,-14.40,4.94,30.30
9.14,7.99,0.89,30.40
8.02,6.64,-2.58,30.50
5.11,33.01,2.40,30.61
5.72,-2.77,-0.46,30.71
8.89,11.17,1.51,30.82
9.36,17.96,-4.83,30.92
3.36,0.06,0.07,31.02
7.91,10.30,-2.05,31.29
3.28,19.99,-5.29,31.40
4.21,-13.99,0.85,31.50
2.04,12.36,3.76,31.60
7.05,7.70,-5.03,31.71
11.66,31.08,-4.15,31.81
4.39,18.37,-10.29,31.92
8.88,2.86,-11.69,32.02
7.04,21.57,-14.61,32.12
2.75,-11.58,-10.82,32.23
2.61,3.27,-3.93,32.51
-1.24,19.02,0.11,32.61
3.59,-16.00,-0.16,32.71
2.81,2.09,5.32,32.82
4.96,-1.31,-1.19,32.92
9.61,-8.88,1.06,33.03
11.73,18.53,2.09,33.13
6.62,-2.06,-0.39,33.23
1.22,16.98,-3.67,33.34
2.80,1.16,-5.49,33.44
14.67,-22.63,-7.47,33.71
7.56,13.87,-7.84,33.82
3.39,13.48,-5.52,33.92
4.65,-3.34,-5.07,34.02
6.98,15.32,-7.64,34.13
5.81,-7.08,-10.36,34.23
5.11,20.08,-6.85,34.34
8.52,-0.38,-10.76,34.44
5.85,-2.45,-10.70,34.54
5.16,14.96,-13.40,34.65
6.95,-0.67,-15.98,34.93
5.13,-2.45,-10.37,35.03
6.06,7.27,-9.76,35.14
8.22,-15.46,-7.15,35.24
6.20,13.39,-2.51,35.35
7.29,-6.49,-2.94,35.45
2.68,9.90,6.58,35.55
8.81,11.24,0.82,35.66
10.60,-4.17,-1.33,35.76
7.13,22.56,-1.86,35.86
6.26,15.72,-2.78,36.14
10.25,-14.76,-0.69,36.24
8.18,12.18,3.17,36.35
7.13,5.88,1.10,36.45
2.58,16.50,8.64,36.56
8.31,15.16,2.33,36.66
9.18,-5.78,0.37,36.76
7.08,20.10,-0.18,36.87
2.74,-9.30,1.24,36.97
1.51,13.28,0.94,37.07
2.93,23.83,7.23,37.34
5.24,-0.85,1.55,37.45
2.28,2.58,11.47,37.55
5.70,12.57,5.59,37.65
5.35,4.20,6.74,37.76
2.35,25.95,9.11,37.86
4.54,-5.14,3.74,37.97
18.28,4.19,5.73,38.07
8.09,1.66,3.65,38.17
9.33,-2.26,7.38,38.28
5.13,-7.13,10.34,38.54
6.27,7.75,8.08,38.65
6.38,-9.06,4.26,38.75
8.25,15.27,7.76,38.85
5.43,4.75,4.46,38.96
4.91,18.09,10.47,39.06
8.47,16.26,3.73,39.16
9.92,-1.89,1.42,39.27
6.38,22.21,0.50,39.37
3.90,-9.84,-0.37,39.48
4.92,-13.22,-3.81,39.74
5.04,15.38,0.75,39.85
10.11,0.13,-1.13,39.95
6.81,-9.55,8.64,40.05
4.51,12.49,5.43,40.16
6.21,0.00,8.72,40.26
4.77,19.35,15.07,40.37
7.63,-4.06,7.03,40.47
11.69,18.30,8.27,40.57
6.56,4.98,5.62,40.68
5.82,12.59,2.87,40.94
5.72,-2.04,5.37,41.05
6.12,9.30,4.06,41.15
10.10,-16.48,5.83,41.26
10.09,4.49,11.12,41.36
10.53,-2.19,7.00,41.46
5.74,14.21,10.31,41.57
11.12,11.51,4.51,41.67
9.87,-8.02,3.34,41.78
6.62,20.52,2.27,41.88
6.56,15.83,-1.41,42.15
6.83,-5.78,-4.13,42.25
8.72,20.85,-0.41,42.36
4.91,5.13,-3.17,42.46
0.96,8.14,6.20,42.56
5.09,17.52,0.10,42.67
7.94,2.10,-1.71,42.77
4.80,26.58,-0.56,42.88
7.83,-9.15,-2.76,42.98
11.95,11.91,-1.14,43.08
4.88,25.79,5.10,43.36
6.78,0.74,-0.36,43.46
0.79,-1.70,11.46,43.56
5.04,14.33,5.81,43.67
6.34,6.62,6.60,43.77
5.05,27.18,10.49,43.88
3.85,-7.72,5.76,43.98
20.13,6.25,7.99,44.08
6.60,3.56,4.99,44.19
4.59,-2.81,9.09,44.29
6.62,-9.17,11.47,44.56
6.53,7.30,9.25,44.66
4.46,-13.52,9.84,44.76
11.34,5.50,14.12,44.87
10.98,-5.74,12.36,44.97
6.19,14.70,16.18,45.08
12.41,10.14,9.25,45.18
10.79,-7.85,7.78,45.28
6.53,20.49,5.90,45.39
3.53,-9.51,6.29,45.49
4.34,-14.51,7.17,45.76
7.09,17.27,8.33,45.87
8.00,0.41,4.67,45.97
2.09,12.49,12.57,46.07
9.25,14.97,4.88,46.18
10.41,-4.75,2.90,46.28
6.40,22.88,2.98,46.39
4.15,-8.44,1.85,46.49
6.53,10.40,3.01,46.59
3.69,6.51,-1.50,46.70
17.45,2.03,-3.73,46.97
9.05,-18.95,2.01,47.07
6.33,8.52,0.42,47.17
7.75,7.20,0.17,47.28
4.87,20.73,8.55,47.38
6.89,-4.29,3.01,47.48
11.82,14.23,3.19,47.59
6.20,4.89,0.70,47.69
4.41,-5.47,4.37,47.80
7.04,16.84,2.66,47.90
5.87,16.29,0.11,48.16
10.54,-15.85,3.64,48.27
9.02,15.77,6.58,48.37
6.49,4.08,4.48,48.48
2.75,11.59,14.27,48.58
8.82,12.99,7.00,48.69
10.58,-6.72,5.08,48.79
5.88,23.92,5.28,48.89
3.49,-8.80,4.18,49.00
7.91,9.39,5.41,49.10
6.46,21.60,5.95,49.37
7.51,5.33,3.57,49.47
9.86,-11.39,9.80,49.57
1.30,13.76,6.00,49.68
5.27,2.05,6.69,49.78
6.61,19.95,13.10,49.89
5.50,-6.90,8.10,49.99
10.16,15.34,7.73,50.09
5.51,6.74,4.45,50.20
3.28,-3.98,8.11,50.30
6.08,0.78,13.39,50.57
8.16,7.85,10.91,50.67
5.29,-20.83,12.13,50.77
5.88,11.89,13.58,50.88
10.01,-8.88,11.56,50.98
3.23,3.37,19.09,51.09
9.59,9.77,11.13,51.19
9.62,-4.91,9.21,51.29
5.56,24.72,7.65,51.40
3.82,-9.08,7.54,51.50
4.82,-11.84,2.67,51.77
2.78,18.22,3.24,51.88
4.87,2.48,-1.20,51.98
1.68,1.03,7.49,52.08
3.04,16.19,2.28,52.19
8.03,-4.59,0.23,52.29
1.42,25.22,3.82,52.39
2.46,-2.30,1.12,52.50
16.11,13.49,1.94,52.60
7.78,4.74,0.51,52.71
6.46,2.94,0.52,52.97
5.36,-1.33,1.84,53.08
5.23,9.14,0.79,53.18
3.86,-15.18,5.39,53.28
12.26,2.46,10.16,53.39
11.06,-4.60,7.25,53.49
5.65,16.23,13.28,53.60
12.00,9.64,7.57,53.70
8.66,-7.30,7.12,53.80
7.35,20.82,5.75,53.91
7.70,16.26,-2.16,54.17
5.06,-5.46,-3.64,54.28
1.89,19.39,-1.82,54.38
4.75,-0.73,-6.41,54.48
1.09,-6.83,4.93,54.59
5.15,10.78,-0.03,54.69
7.93,-2.69,-1.11,54.80
1.90,25.28,3.10,54.90
4.25,-9.27,0.78,55.01
16.55,11.78,1.78,55.11
4.75,24.10,4.23,55.38
3.36,1.32,1.02,55.48
9.99,-12.66,6.92,55.59
4.57,11.59,4.06,55.69
8.61,8.27,3.24,55.80
6.85,21.29,10.06,55.90
5.99,-5.01,5.77,56.00
14.04,15.22,6.03,56.11
5.62,8.03,3.55,56.21
3.34,-7.12,6.93,56.31
5.01,-0.33,10.91,56.58
6.42,13.07,8.08,56.68
2.67,-18.06,10.20,56.79
5.91,12.24,11.74,56.89
7.01,-6.50,9.18,56.99
2.55,13.95,14.64,57.10
10.87,15.27,7.69,57.20
9.49,-2.03,6.39,57.31
4.33,25.05,5.09,57.41
4.61,-8.61,4.86,57.51
3.60,-11.64,2.77,57.79
1.70,18.11,5.07,57.89
4.53,-1.37,0.06,57.99
2.82,3.15,9.86,58.10
6.36,14.01,4.22,58.20
9.98,-6.93,2.61,58.31
2.98,23.52,5.15,58.41
6.00,-11.97,1.77,58.51
13.35,-4.91,2.85,58.62
6.98,1.39,0.38,58.72
0.59,5.48,-2.66,58.99
4.07,-5.28,-0.65,59.09
4.06,8.97,-1.09,59.19
5.82,5.02,4.13,59.30
7.28,13.91,10.26,59.40
11.10,-5.73,4.81,59.51
9.43,12.37,5.10,59.61
12.53,-0.25,1.81,59.71
7.20,-9.58,3.36,59.82
7.36,20.99,1.58,59.92
7.43,19.12,-2.08,60.19
