Roll (x), Pitch (Y), Yaw (Z), Time (s)
4.00,11.06,-0.57,49.03
3.08,0.56,-1.29,49.13
2.37,16.25,0.23,49.24
1.14,-7.11,5.28,49.50
5.14,11.06,1.27,49.60
0.03,8.69,6.88,49.71
3.63,-3.45,11.34,49.81
3.00,9.32,4.12,49.91
2.55,13.64,5.49,50.02
2.76,-2.30,5.13,50.12
3.42,17.69,4.19,50.23
2.15,-5.90,8.92,50.33
2.10,14.34,4.48,50.43
0.61,1.19,11.04,50.70
2.50,-0.23,7.63,50.81
2.57,18.66,6.59,50.91
4.15,22.23,5.22,51.01
1.75,-1.47,5.59,51.12
2.59,24.37,2.96,51.22
2.68,-1.18,5.43,51.33
2.61,5.28,2.41,51.43
3.94,9.27,1.81,51.53
3.15,0.13,0.71,51.64
2.94,15.47,2.52,51.91
1.55,-10.21,7.83,52.01
2.89,10.62,3.66,52.12
1.72,23.84,-3.85,52.22
-0.09,6.96,-0.61,52.33
0.80,15.58,-6.93,52.43
3.44,15.73,-3.50,52.53
2.61,-2.25,-2.94,52.64
3.88,20.61,-4.42,52.74
2.75,-4.38,-0.40,52.85
4.85,7.92,-2.79,53.11
6.33,-8.45,1.38,53.22
2.84,-6.46,-0.35,53.32
2.14,4.47,-11.32,53.42
4.11,12.66,-7.45,53.53
2.38,-3.13,-6.12,53.63
4.03,19.48,-8.41,53.74
1.53,-5.85,-3.80,53.84
1.70,8.29,-6.39,53.94
4.16,0.36,-4.24,54.05
3.14,-0.66,-5.89,54.31
2.22,17.92,-3.91,54.42
1.42,-5.16,-0.52,54.52
0.84,-9.42,0.87,54.62
2.72,19.50,-1.44,54.73
2.56,-1.84,2.21,54.83
3.04,12.90,-1.24,54.94
3.57,11.25,-0.79,55.04
3.55,-0.13,-1.99,55.14
2.62,17.49,0.11,55.25
1.54,-8.46,4.46,55.51
1.72,14.03,0.91,55.61
1.17,5.42,6.58,55.72
2.84,-5.63,11.35,55.82
0.87,7.80,4.40,55.92
2.59,13.84,5.13,56.03
2.73,-1.32,4.36,56.13
4.03,17.02,4.23,56.24
1.66,-10.48,9.94,56.34
-0.11,14.68,3.94,56.44
0.18,0.65,12.15,56.72
1.08,0.35,8.19,56.82
2.79,16.12,6.31,56.92
2.91,16.83,9.22,57.03
1.88,-2.77,8.50,57.13
4.16,20.34,4.01,57.24
1.29,-5.82,7.81,57.34
0.15,9.99,3.28,57.44
8.45,-6.50,5.41,57.55
4.38,-2.82,2.94,57.65
2.66,17.29,3.41,57.92
0.77,-5.19,6.16,58.03
-1.38,15.30,2.25,58.13
3.08,31.06,-3.26,58.24
4.68,1.80,1.31,58.34
3.86,11.31,-4.72,58.44
5.47,16.96,-2.57,58.55
3.09,0.36,-2.20,58.65
4.54,17.08,-2.01,58.76
1.25,-7.42,4.41,58.86
1.21,14.09,-0.01,59.13
1.21,1.93,7.86,59.23
-0.78,-1.59,4.47,59.34
1.31,13.05,-7.75,59.44
3.21,16.50,-3.50,59.54
2.35,-2.71,-2.68,59.65
5.28,19.89,-4.56,59.75
4.56,-13.15,1.69,59.85
2.85,9.34,-1.77,59.96
5.81,-7.81,3.53,60.06
