Roll (x), Pitch (Y), Yaw (Z), Time (s)
13.81,7.66,204.71,28.61
15.02,24.01,169.17,28.73
15.22,9.53,43.18,28.84
13.22,-7.52,28.80,28.95
13.65,-4.55,101.01,29.07
14.07,19.22,204.71,29.18
15.40,21.85,0.06,29.30
15.82,-1.23,-81.63,29.41
13.73,-10.64,73.00,29.52
14.64,11.78,163.01,29.64
14.97,21.46,130.08,29.75
13.72,7.78,49.01,29.87
13.68,-9.49,69.43,29.98
14.60,-0.68,145.22,30.09
15.04,22.38,173.57,30.21
15.14,7.39,25.65,30.32
13.51,-5.89,-13.22,30.44
13.03,-3.44,140.22,30.55
13.46,13.13,266.25,30.66
15.23,25.43,126.86,30.78
13.98,2.13,34.00,30.89
13.62,-9.89,70.81,31.01
13.76,8.54,167.50,31.12
14.77,23.73,152.78,31.23
16.38,9.98,38.58,31.35
14.04,-10.21,37.76,31.46
13.21,3.12,136.56,31.58
14.31,18.63,198.56,31.69
13.92,15.95,27.42,31.80
15.72,-6.43,-50.49,31.92
13.32,-8.29,108.28,32.03
17.19,11.39,172.08,32.15
14.83,22.46,133.07,32.26
11.89,7.62,141.15,32.37
13.45,-9.27,140.49,32.49
14.98,6.10,176.24,32.60
15.20,21.71,160.81,32.72
16.06,17.42,76.55,32.83
15.36,-10.72,10.71,32.94
14.98,-4.37,60.50,33.06
13.99,15.78,175.72,33.17
16.50,24.56,-41.78,33.29
12.86,1.22,-33.62,33.40
13.72,-10.80,126.78,33.51
14.10,12.72,243.48,33.63
15.14,21.94,170.44,33.74
14.01,5.90,68.62,33.86
14.09,-9.89,56.43,33.97
17.00,-3.13,127.62,34.08
15.09,22.45,145.05,34.20
14.58,11.06,24.60,34.31
12.27,-7.81,-71.51,34.43
13.84,-1.69,107.95,34.54
14.68,11.85,243.66,34.65
15.57,25.19,105.39,34.77
15.38,-1.05,-10.64,34.88
13.62,-9.92,40.25,35.00
14.21,8.34,150.01,35.11
15.57,24.68,151.56,35.22
14.74,8.10,52.28,35.34
14.19,-10.72,53.82,35.45
13.69,-0.26,130.72,35.57
14.64,19.29,197.92,35.68
14.35,15.39,1.36,35.79
14.83,-5.04,-82.48,35.91
14.00,-10.88,101.21,36.02
15.10,13.16,182.12,36.14
14.85,23.25,139.66,36.25
14.55,4.83,30.24,36.36
14.35,-9.22,62.11,36.48
13.44,3.60,166.78,36.59
15.21,22.76,168.43,36.71
14.35,15.08,45.19,36.82
13.63,-6.87,17.00,36.93
13.57,-2.33,113.36,37.05
14.45,16.83,219.28,37.16
15.53,25.83,29.58,37.28
14.24,2.04,-26.65,37.39
13.59,-10.31,73.81,37.50
14.39,8.04,168.72,37.62
14.87,22.88,157.66,37.73
15.20,7.62,53.23,37.85
13.78,-9.93,41.99,37.96
13.23,-0.47,105.18,38.07
15.17,21.76,183.01,38.19
14.32,12.76,9.60,38.30
13.78,-4.69,-62.33,38.42
13.46,-7.79,116.81,38.53
15.07,12.90,194.99,38.64
15.25,24.14,133.92,38.76
14.40,5.64,38.30,38.87
14.11,-10.29,57.60,38.99
13.69,3.89,188.97,39.10
15.18,22.91,178.63,39.21
16.38,11.56,35.33,39.33
13.85,-6.68,7.58,39.44
13.85,-3.73,103.00,39.56
14.44,17.21,215.29,39.67
15.62,18.82,15.60,39.78
14.90,1.90,-79.59,39.90
13.89,-10.19,31.08,40.01
14.63,8.41,141.73,40.13
15.17,23.06,123.88,40.24
14.30,5.16,8.71,40.35
13.97,-9.60,39.26,40.47
15.32,-1.46,104.93,40.58
15.14,21.92,176.45,40.70
14.24,13.58,2.07,40.81
13.82,-7.33,-95.34,40.92
13.67,-9.03,125.91,41.04
15.04,12.42,195.18,41.15
15.31,24.32,110.96,41.27
14.75,1.90,21.64,41.38
13.97,-10.16,55.37,41.49
13.61,4.16,183.16,41.61
15.38,22.82,173.76,41.72
16.59,11.60,54.85,41.84
13.97,-8.56,20.45,41.95
13.51,-3.34,102.32,42.06
14.52,18.93,213.32,42.18
15.71,20.16,24.52,42.29
14.41,2.22,-69.51,42.41
13.86,-10.22,50.25,42.52
14.71,8.24,161.62,42.63
15.38,22.30,133.92,42.75
13.70,7.50,40.84,42.86
13.76,-9.49,56.24,42.98
15.06,-0.43,128.00,43.09
15.23,22.21,168.53,43.20
14.81,13.52,26.41,43.32
14.43,-8.48,-21.98,43.43
13.63,-2.77,136.52,43.55
15.60,13.19,215.58,43.66
15.20,24.70,108.10,43.77
14.89,1.80,16.77,43.89
14.37,-10.31,66.75,44.00
14.43,7.23,187.86,44.12
15.23,22.72,159.47,44.23
15.64,9.55,42.82,44.34
14.27,-9.00,35.86,44.46
13.96,-3.50,112.26,44.57
14.85,18.23,202.63,44.69
15.84,20.02,-9.06,44.80
14.86,3.09,-57.84,44.91
14.23,-11.00,96.32,45.03
14.99,11.37,185.14,45.14
14.64,24.87,130.13,45.26
13.57,6.14,48.13,45.37
14.29,-8.95,67.01,45.48
15.00,-0.20,153.00,45.60
14.93,22.78,186.96,45.71
14.81,12.60,65.84,45.83
13.48,-8.24,-10.31,45.94
13.85,-2.57,102.70,46.05
15.24,12.71,202.61,46.17
15.51,24.91,95.97,46.28
14.81,1.77,23.06,46.40
13.83,-9.98,69.08,46.51
14.30,7.36,171.98,46.62
15.63,22.34,164.65,46.74
15.88,8.78,49.50,46.85
12.81,-7.60,47.39,46.97
14.08,-2.09,116.60,47.08
15.04,19.11,192.10,47.19
15.01,15.21,-18.85,47.31
14.92,-0.66,-115.87,47.42
13.66,-9.46,62.03,47.54
15.11,12.45,163.88,47.65
15.11,23.66,108.73,47.76
14.26,4.87,22.04,47.88
14.01,-7.47,56.11,47.99
13.91,-0.16,139.29,48.11
14.66,21.86,159.65,48.22
15.25,15.42,46.85,48.33
13.62,-7.69,-11.91,48.45
13.70,-3.68,108.48,48.56
14.63,15.33,203.78,48.68
15.68,26.09,53.88,48.79
15.03,2.38,-21.57,48.90
13.93,-10.37,57.33,49.02
14.76,7.57,165.57,49.13
15.25,22.82,151.19,49.25
16.02,9.28,3.80,49.36
14.02,-9.38,24.72,49.47
13.65,-1.57,109.74,49.59
15.12,20.97,186.15,49.70
15.16,14.22,10.25,49.82
15.08,-1.55,-100.97,49.93
13.71,-8.27,77.05,50.04
15.21,12.10,174.18,50.16
15.32,23.14,116.54,50.27
13.77,5.50,17.26,50.39
14.23,-9.64,49.69,50.50
14.48,1.53,174.57,50.61
15.37,23.04,174.98,50.73
15.00,14.62,57.78,50.84
13.20,-6.91,40.30,50.96
14.04,-3.74,130.64,51.07
14.83,15.64,229.37,51.18
15.46,24.74,80.14,51.30
15.06,2.74,-30.31,51.41
14.06,-10.29,50.45,51.53
14.92,8.13,165.00,51.64
15.28,23.16,145.16,51.75
14.72,7.20,27.16,51.87
13.87,-9.29,59.42,51.98
15.12,0.50,128.16,52.10
15.24,20.41,178.75,52.21
15.38,14.32,1.10,52.32
15.33,-6.46,-102.72,52.44
13.67,-8.63,94.44,52.55
15.88,13.79,175.67,52.67
15.27,23.63,90.81,52.78
14.14,2.67,3.89,52.89
14.13,-10.27,42.76,53.01
14.17,2.28,182.63,53.12
15.59,22.85,186.78,53.24
14.98,14.87,39.06,53.35
13.27,-6.54,31.74,53.46
14.03,-4.50,109.69,53.58
14.48,18.75,225.69,53.69
16.16,23.52,15.91,53.81
15.33,2.66,-73.85,53.92
14.06,-10.82,27.30,54.03
14.79,8.07,148.19,54.15
15.33,22.65,131.42,54.26
15.20,5.20,26.61,54.38
14.40,-9.74,44.30,54.49
15.52,-0.45,119.84,54.60
15.12,21.04,172.71,54.72
14.90,13.29,16.72,54.83
14.79,-7.21,-58.51,54.95
13.84,-4.92,113.96,55.06
15.82,13.27,192.20,55.17
15.33,25.41,122.57,55.29
14.31,2.32,11.76,55.40
14.29,-9.76,42.50,55.52
14.21,6.38,178.32,55.63
15.54,23.05,166.20,55.74
15.42,11.89,27.79,55.86
13.10,-6.80,34.80,55.97
13.52,-3.49,119.34,56.09
14.60,18.57,232.49,56.20
16.12,24.44,10.87,56.31
14.16,1.46,-36.86,56.43
14.05,-10.61,88.37,56.54
14.95,10.60,183.33,56.66
15.41,22.53,145.29,56.77
13.83,8.30,43.14,56.88
13.52,-7.64,91.92,57.00
14.70,0.25,151.29,57.11
15.57,21.66,185.01,57.23
14.60,12.45,57.98,57.34
13.74,-9.06,-50.22,57.45
14.31,-5.56,109.75,57.57
16.63,13.46,193.24,57.68
14.82,24.61,112.58,57.80
14.38,2.71,18.06,57.91
14.40,-9.89,59.92,58.02
14.46,6.13,181.74,58.14
14.97,22.61,162.71,58.25
15.69,11.38,60.33,58.37
14.53,-10.47,59.24,58.48
13.85,-3.27,125.65,58.59
14.78,18.77,214.80,58.71
15.36,17.35,-0.31,58.82
14.26,1.93,-86.42,58.94
14.22,-10.02,58.99,59.05
14.97,10.27,170.46,59.16
15.11,23.52,135.02,59.28
14.30,5.60,29.15,59.39
14.91,-10.11,53.62,59.51
14.89,-0.23,122.99,59.62
15.42,22.65,155.97,59.73
15.41,13.15,18.33,59.85
13.54,-7.36,-8.98,59.96
13.77,-4.43,129.19,60.08
